feat1	feat2	R	p	Padj	name_int	type	sign	color
TACC3	DUT	0.606718572303386	2.58756420734585e-08	2.70116458718055e-06	TACC3 (interacts with) DUT	prot-prot	NA	prot-prot_NA
TIMP3	DUT	0.463808940600122	5.25747649078312e-05	0.00212283013024073	TIMP3 (interacts with) DUT	prot-prot	NA	prot-prot_NA
2S,3R-dihydroxybutyrate	DUT	-0.444248097279328	0.000116907774598607	0.00415240892350239	2S,3R-dihydroxybutyrate (interacts with) DUT	met-prot	neg	met-prot_neg
TCOF1	ECHDC3	0.483159828536436	2.27011972211422e-05	0.00102274867480514	TCOF1 (interacts with) ECHDC3	prot-prot	NA	prot-prot_NA
ENO1	EDIL3	-0.46058962470475	6.01665083301839e-05	0.00238437644123321	ENO1 (interacts with) EDIL3	prot-prot	NA	prot-prot_NA
GDF15	EDIL3	0.445134593835232	0.000112866613381168	0.0040339800022664	GDF15 (interacts with) EDIL3	prot-prot	NA	prot-prot_NA
PRTFDC1	EDIL3	-0.501740880062987	9.648836489351e-06	0.000488240632604007	PRTFDC1 (interacts with) EDIL3	prot-prot	NA	prot-prot_NA
RBPMS2	EDIL3	-0.460834572653311	5.95550199506967e-05	0.00236196588777435	RBPMS2 (interacts with) EDIL3	prot-prot	NA	prot-prot_NA
RRAS	EDIL3	-0.451058096930014	8.90011025944659e-05	0.00331719639278067	RRAS (interacts with) EDIL3	prot-prot	NA	prot-prot_NA
MATN2	EDN1	0.574910331554545	1.9397158945722e-07	1.62253759519916e-05	MATN2 (interacts with) EDN1	prot-prot	NA	prot-prot_NA
NDRG1	EDN1	0.541247484909457	1.31259566105157e-06	8.5012500821701e-05	NDRG1 (interacts with) EDN1	prot-prot	NA	prot-prot_NA
SCG2	EDN1	0.509439244160616	6.66902965429372e-06	0.000354210303045011	SCG2 (interacts with) EDN1	prot-prot	NA	prot-prot_NA
SERPINI1	EDN1	-0.534493920041991	1.879615902034e-06	0.00011715664166076	SERPINI1 (interacts with) EDN1	prot-prot	NA	prot-prot_NA
STC2	EDN1	0.629848657160353	5.17337506167337e-09	6.29631618880437e-07	STC2 (interacts with) EDN1	prot-prot	NA	prot-prot_NA
ENO1	EIF4EBP1	0.527530399790045	2.69996384250071e-06	0.000161620213229413	ENO1 (interacts with) EIF4EBP1	prot-prot	NA	prot-prot_NA
FUS	EIF4EBP1	0.562837896946899	3.94567226669196e-07	2.99334900468684e-05	FUS (interacts with) EIF4EBP1	prot-prot	NA	prot-prot_NA
GGCT	EIF4EBP1	0.654483422272767	7.99330601708448e-10	1.24029062549081e-07	GGCT (interacts with) EIF4EBP1	prot-prot	NA	prot-prot_NA
GLRX	EIF4EBP1	0.526655585688041	2.82404455576035e-06	0.00016845868569553	GLRX (interacts with) EIF4EBP1	prot-prot	NA	prot-prot_NA
HAGH	EIF4EBP1	0.601504680255446	3.65472323515803e-08	3.68775216812802e-06	HAGH (interacts with) EIF4EBP1	prot-prot	NA	prot-prot_NA
INPP5D	EIF4EBP1	0.580929052576328	1.3468464965527e-07	1.17642918474399e-05	INPP5D (interacts with) EIF4EBP1	prot-prot	NA	prot-prot_NA
JPT2	EIF4EBP1	0.582013822062812	1.26015915924427e-07	1.10727235992796e-05	JPT2 (interacts with) EIF4EBP1	prot-prot	NA	prot-prot_NA
LXN	EIF4EBP1	0.546496369521477	9.87575905497806e-07	6.6389919510952e-05	LXN (interacts with) EIF4EBP1	prot-prot	NA	prot-prot_NA
NDRG1	EIF4EBP1	0.688356224302336	4.54778437131154e-11	9.456445559132e-09	NDRG1 (interacts with) EIF4EBP1	prot-prot	NA	prot-prot_NA
NT5C	EIF4EBP1	0.448062286764063	0.000100417719559598	0.00367078581963057	NT5C (interacts with) EIF4EBP1	prot-prot	NA	prot-prot_NA
PAGR1	EIF4EBP1	0.703403026856793	1.11999298724186e-11	2.63866237728173e-09	PAGR1 (interacts with) EIF4EBP1	prot-prot	NA	prot-prot_NA
PSME1	EIF4EBP1	0.535473711836235	1.78506993964156e-06	0.00011167014872106	PSME1 (interacts with) EIF4EBP1	prot-prot	NA	prot-prot_NA
PSMG3	EIF4EBP1	0.668165514828099	2.62590837962762e-10	4.55630589113765e-08	PSMG3 (interacts with) EIF4EBP1	prot-prot	NA	prot-prot_NA
PSTPIP2	EIF4EBP1	0.452436357274079	8.41622334712966e-05	0.00315056290895466	PSTPIP2 (interacts with) EIF4EBP1	prot-prot	NA	prot-prot_NA
RANBP1	EIF4EBP1	0.805483382791585	0	0	RANBP1 (interacts with) EIF4EBP1	prot-prot	NA	prot-prot_NA
SAMD9L	EIF4EBP1	0.51584288338728	4.87110429192583e-06	0.000271639431523682	SAMD9L (interacts with) EIF4EBP1	prot-prot	NA	prot-prot_NA
SCG2	EIF4EBP1	0.445087918817251	0.000113076130737966	0.00403865791008478	SCG2 (interacts with) EIF4EBP1	prot-prot	NA	prot-prot_NA
SERPINI1	EIF4EBP1	-0.560703350538011	4.46048402213961e-07	3.31055577134524e-05	SERPINI1 (interacts with) EIF4EBP1	prot-prot	NA	prot-prot_NA
STC2	EIF4EBP1	0.635272504592774	3.47841200287746e-09	4.51139496130774e-07	STC2 (interacts with) EIF4EBP1	prot-prot	NA	prot-prot_NA
FABP5	ENO1	0.509859154929577	6.53432031727519e-06	0.000348135572090512	FABP5 (interacts with) ENO1	prot-prot	NA	prot-prot_NA
FKBP5	ENO1	0.793473886799055	2.22044604925031e-16	1.20044325357364e-13	FKBP5 (interacts with) ENO1	prot-prot	NA	prot-prot_NA
GGCT	ENO1	0.756556731694515	3.59712259978551e-14	1.32912386133082e-11	GGCT (interacts with) ENO1	prot-prot	NA	prot-prot_NA
JPT2	ENO1	0.852891260607121	0	0	JPT2 (interacts with) ENO1	prot-prot	NA	prot-prot_NA
KIF22	ENO1	0.535215949770719	1.80950035733041e-06	0.000112923375883949	KIF22 (interacts with) ENO1	prot-prot	NA	prot-prot_NA
LBR	ENO1	0.689161053276179	4.22839541158737e-11	8.82806456663119e-09	LBR (interacts with) ENO1	prot-prot	NA	prot-prot_NA
MCFD2	ENO1	0.450931677018634	8.94575688781263e-05	0.00332696650078245	MCFD2 (interacts with) ENO1	prot-prot	NA	prot-prot_NA
MGMT	ENO1	0.72366372145919	1.47015732920863e-12	4.01634470362528e-10	MGMT (interacts with) ENO1	prot-prot	NA	prot-prot_NA
MTHFD2	ENO1	0.462689178549558	5.51084948168246e-05	0.00220950218094622	MTHFD2 (interacts with) ENO1	prot-prot	NA	prot-prot_NA
MZT1	ENO1	0.564342577202344	3.61702451767698e-07	2.77683675975919e-05	MZT1 (interacts with) ENO1	prot-prot	NA	prot-prot_NA
NEXN	ENO1	0.665611057650249	3.2467539767822e-10	5.46732079500111e-08	NEXN (interacts with) ENO1	prot-prot	NA	prot-prot_NA
NT5C	ENO1	0.638036917155105	2.83278378532259e-09	3.72101726890456e-07	NT5C (interacts with) ENO1	prot-prot	NA	prot-prot_NA
PAGR1	ENO1	0.542262269267781	1.24281240498902e-06	8.11065376368949e-05	PAGR1 (interacts with) ENO1	prot-prot	NA	prot-prot_NA
PLEKHO1	ENO1	0.663511503805441	3.8595571183464e-10	6.41510853068839e-08	PLEKHO1 (interacts with) ENO1	prot-prot	NA	prot-prot_NA
PPP1CC	ENO1	0.754282215029306	4.75175454539567e-14	1.68310423070015e-11	PPP1CC (interacts with) ENO1	prot-prot	NA	prot-prot_NA
PPP1R14A	ENO1	0.648639664071385	1.26411014989003e-09	1.85499135138148e-07	PPP1R14A (interacts with) ENO1	prot-prot	NA	prot-prot_NA
PRTFDC1	ENO1	0.670335053801067	2.18921769601366e-10	3.87718002990557e-08	PRTFDC1 (interacts with) ENO1	prot-prot	NA	prot-prot_NA
PSME1	ENO1	0.456600472399615	7.09794579232259e-05	0.00273670239387242	PSME1 (interacts with) ENO1	prot-prot	NA	prot-prot_NA
PSRC1	ENO1	0.675793893797568	1.37593048066265e-10	2.61732553654939e-08	PSRC1 (interacts with) ENO1	prot-prot	NA	prot-prot_NA
PSTPIP2	ENO1	0.696999387630129	2.05480077397624e-11	4.52938059018969e-09	PSTPIP2 (interacts with) ENO1	prot-prot	NA	prot-prot_NA
RANBP1	ENO1	0.491282401229553	1.57135452556467e-05	0.000743137830874784	RANBP1 (interacts with) ENO1	prot-prot	NA	prot-prot_NA
RBPMS2	ENO1	0.746093955034555	1.24789067967868e-13	4.13494614892237e-11	RBPMS2 (interacts with) ENO1	prot-prot	NA	prot-prot_NA
RNASEH2A	ENO1	0.513135448671972	5.56735625445448e-06	0.000303223135979621	RNASEH2A (interacts with) ENO1	prot-prot	NA	prot-prot_NA
RRAS	ENO1	0.65975557482688	5.24064347473541e-10	8.45349467333613e-08	RRAS (interacts with) ENO1	prot-prot	NA	prot-prot_NA
RRM2B	ENO1	0.631983203569242	4.4292365330989e-09	5.52149486262038e-07	RRM2B (interacts with) ENO1	prot-prot	NA	prot-prot_NA
SAMD9L	ENO1	0.822167789344764	0	0	SAMD9L (interacts with) ENO1	prot-prot	NA	prot-prot_NA
SNX5	ENO1	0.488723646225177	1.76621832224111e-05	0.000823166724412916	SNX5 (interacts with) ENO1	prot-prot	NA	prot-prot_NA
SPARC	ENO1	0.568576677456041	2.82527249373388e-07	2.23239992735649e-05	SPARC (interacts with) ENO1	prot-prot	NA	prot-prot_NA
TACC3	ENO1	0.698014171988453	1.86837212368118e-11	4.19037520839588e-09	TACC3 (interacts with) ENO1	prot-prot	NA	prot-prot_NA
TIMP3	ENO1	0.566127197970431	3.26070878298168e-07	2.54901070158203e-05	TIMP3 (interacts with) ENO1	prot-prot	NA	prot-prot_NA
IGFBP7	ENPP2	0.485893499218131	2.00783664796589e-05	0.000914381763694974	IGFBP7 (interacts with) ENPP2	prot-prot	NA	prot-prot_NA
FGF2	FABP5	0.452296387017759	8.46423225140391e-05	0.00316622700970215	FGF2 (interacts with) FABP5	prot-prot	NA	prot-prot_NA
FKBP5	FABP5	0.46310908931852	5.41453821443216e-05	0.00217939406499401	FKBP5 (interacts with) FABP5	prot-prot	NA	prot-prot_NA
GGCT	FABP5	0.579599335141282	1.46080486596034e-07	1.26734692425208e-05	GGCT (interacts with) FABP5	prot-prot	NA	prot-prot_NA
JPT2	FABP5	0.549365759776048	8.43591156041157e-07	5.80788763730212e-05	JPT2 (interacts with) FABP5	prot-prot	NA	prot-prot_NA
LBR	FABP5	0.558428833872802	5.07840073549204e-07	3.7207797685431e-05	LBR (interacts with) FABP5	prot-prot	NA	prot-prot_NA
MGMT	FABP5	0.441413699588837	0.000130740704974874	0.00457102968516647	MGMT (interacts with) FABP5	prot-prot	NA	prot-prot_NA
NEXN	FABP5	0.493167701863354	1.44080590946949e-05	0.000692233784007044	NEXN (interacts with) FABP5	prot-prot	NA	prot-prot_NA
PPP1CC	FABP5	0.50520514390692	8.180325626439e-06	0.00042697309367267	PPP1CC (interacts with) FABP5	prot-prot	NA	prot-prot_NA
PPP1R14A	FABP5	0.504085381856356	8.63044756904685e-06	0.000447285355344345	PPP1R14A (interacts with) FABP5	prot-prot	NA	prot-prot_NA
PSRC1	FABP5	0.497051876476249	1.20307815791865e-05	0.000591859139757679	PSRC1 (interacts with) FABP5	prot-prot	NA	prot-prot_NA
RBPMS2	FABP5	0.519097191846733	4.1421352516835e-06	0.000235071896714325	RBPMS2 (interacts with) FABP5	prot-prot	NA	prot-prot_NA
RRAS	FABP5	0.463952969600201	5.2256814608409e-05	0.00211367631577563	RRAS (interacts with) FABP5	prot-prot	NA	prot-prot_NA
SAMD9L	FABP5	0.562173038229376	4.09968519132775e-07	3.08738755757468e-05	SAMD9L (interacts with) FABP5	prot-prot	NA	prot-prot_NA
SPARC	FABP5	0.538273116962645	1.53895443499863e-06	9.83093280864796e-05	SPARC (interacts with) FABP5	prot-prot	NA	prot-prot_NA
TACC3	FABP5	0.445262881637652	0.000112292590640717	0.0040218601501445	TACC3 (interacts with) FABP5	prot-prot	NA	prot-prot_NA
TIMP3	FABP5	0.458909981628904	6.45186675127807e-05	0.00252374620217549	TIMP3 (interacts with) FABP5	prot-prot	NA	prot-prot_NA
GDF15	FAS	0.518743384223378	4.21612755441281e-06	0.000238743452254291	GDF15 (interacts with) FAS	prot-prot	NA	prot-prot_NA
IGFBP7	FAS	0.568669133685776	2.80996407031608e-07	2.23009994610919e-05	IGFBP7 (interacts with) FAS	prot-prot	NA	prot-prot_NA
NPC2	FAS	0.510873939287901	6.21920390964092e-06	0.000334820034380669	NPC2 (interacts with) FAS	prot-prot	NA	prot-prot_NA
PIK3IP1	FAS	0.491383081095267	1.56411323515293e-05	0.000741078005142569	PIK3IP1 (interacts with) FAS	prot-prot	NA	prot-prot_NA
PLA2G15	FAS	0.445822762662934	0.000109818778848858	0.00394698671244419	PLA2G15 (interacts with) FAS	prot-prot	NA	prot-prot_NA
TNFRSF1B	FAS	0.545831510803954	1.02408884705696e-06	6.81310922083489e-05	TNFRSF1B (interacts with) FAS	prot-prot	NA	prot-prot_NA
TNFRSF21	FAS	0.587892572828274	8.74989245502888e-08	8.05366445323089e-06	TNFRSF21 (interacts with) FAS	prot-prot	NA	prot-prot_NA
FUS	FEN1	0.470072609570466	4.0282247975032e-05	0.00170560284913243	FUS (interacts with) FEN1	prot-prot	NA	prot-prot_NA
GLRX	FEN1	0.460974542909632	5.92081858576954e-05	0.00235184255657481	GLRX (interacts with) FEN1	prot-prot	NA	prot-prot_NA
HAGH	FEN1	0.456425509579214	7.14925093530105e-05	0.00275045339353605	HAGH (interacts with) FEN1	prot-prot	NA	prot-prot_NA
INPP5D	FEN1	0.504470300061237	8.47317166563499e-06	0.000440022342514675	INPP5D (interacts with) FEN1	prot-prot	NA	prot-prot_NA
LBR	FEN1	0.490543259557344	1.6254807248206e-05	0.000764511813432109	LBR (interacts with) FEN1	prot-prot	NA	prot-prot_NA
NFKB1	FEN1	0.513520370244217	5.46298801684664e-06	0.000298745386126197	NFKB1 (interacts with) FEN1	prot-prot	NA	prot-prot_NA
NPM1	FEN1	0.732341877351063	5.82645043323282e-13	1.65329554834717e-10	NPM1 (interacts with) FEN1	prot-prot	NA	prot-prot_NA
PARP1	FEN1	0.587857580264194	8.76909971303519e-08	8.05690449483877e-06	PARP1 (interacts with) FEN1	prot-prot	NA	prot-prot_NA
PSME1	FEN1	0.544466800804829	1.1030514439625e-06	7.29121263345096e-05	PSME1 (interacts with) FEN1	prot-prot	NA	prot-prot_NA
RRM2B	FEN1	0.47903070597498	2.72728194836702e-05	0.00120234507182944	RRM2B (interacts with) FEN1	prot-prot	NA	prot-prot_NA
SAMD9L	FEN1	0.532849269530225	2.04896472522087e-06	0.000125878981204957	SAMD9L (interacts with) FEN1	prot-prot	NA	prot-prot_NA
FKBP5	FGF2	0.538343102090806	1.53323098528446e-06	9.80656829442216e-05	FKBP5 (interacts with) FGF2	prot-prot	NA	prot-prot_NA
GGCT	FGF2	0.503070597498032	9.05825317554232e-06	0.000463840362009824	GGCT (interacts with) FGF2	prot-prot	NA	prot-prot_NA
JPT2	FGF2	0.50251071647275	9.30268081766883e-06	0.000473993736900269	JPT2 (interacts with) FGF2	prot-prot	NA	prot-prot_NA
MCFD2	FGF2	0.460099728807628	6.14069553857011e-05	0.00242978523005363	MCFD2 (interacts with) FGF2	prot-prot	NA	prot-prot_NA
MGMT	FGF2	0.489913393403902	1.6729703924856e-05	0.000783261252124523	MGMT (interacts with) FGF2	prot-prot	NA	prot-prot_NA
NEXN	FGF2	0.606368646662584	2.64874613353783e-08	2.74827477613137e-06	NEXN (interacts with) FGF2	prot-prot	NA	prot-prot_NA
PPP1CC	FGF2	0.564517540022745	3.58053156457316e-07	2.76120272006723e-05	PPP1CC (interacts with) FGF2	prot-prot	NA	prot-prot_NA
PPP1R14A	FGF2	0.632298136645963	4.32846825049182e-09	5.42219827671366e-07	PPP1R14A (interacts with) FGF2	prot-prot	NA	prot-prot_NA
PRTFDC1	FGF2	0.614346951272855	1.54366301963194e-08	1.69045911915344e-06	PRTFDC1 (interacts with) FGF2	prot-prot	NA	prot-prot_NA
PSRC1	FGF2	0.456775435220016	7.04698127818038e-05	0.00272334806958122	PSRC1 (interacts with) FGF2	prot-prot	NA	prot-prot_NA
PSTPIP2	FGF2	0.519937013384656	3.97134329155335e-06	0.000226128815359402	PSTPIP2 (interacts with) FGF2	prot-prot	NA	prot-prot_NA
RBPMS2	FGF2	0.585373108214504	1.02395697698654e-07	9.19413117797704e-06	RBPMS2 (interacts with) FGF2	prot-prot	NA	prot-prot_NA
RNASEH2A	FGF2	0.46671740634632	4.64889887612507e-05	0.00192122985296582	RNASEH2A (interacts with) FGF2	prot-prot	NA	prot-prot_NA
RRAS	FGF2	0.511000883589526	6.18080030978518e-06	0.000333802212313951	RRAS (interacts with) FGF2	prot-prot	NA	prot-prot_NA
SAMD9L	FGF2	0.448412212404864	9.90177601256637e-05	0.00363451707173493	SAMD9L (interacts with) FGF2	prot-prot	NA	prot-prot_NA
SNX5	FGF2	0.4999562592949	1.04980776316488e-05	0.00052449539607148	SNX5 (interacts with) FGF2	prot-prot	NA	prot-prot_NA
SPARC	FGF2	0.493307672119675	1.43152839617855e-05	0.00069035960965005	SPARC (interacts with) FGF2	prot-prot	NA	prot-prot_NA
TACC3	FGF2	0.485749278278366	2.02093712340368e-05	0.000919356338866367	TACC3 (interacts with) FGF2	prot-prot	NA	prot-prot_NA
FST	FKBP5	-0.490998162890386	1.59196699422992e-05	0.00075150206639383	FST (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
GGCT	FKBP5	0.646715073046978	1.46692524793934e-09	2.10450504844035e-07	GGCT (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
JPT2	FKBP5	0.834800104977692	0	0	JPT2 (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
KIF22	FKBP5	0.570243812844958	2.56095830319936e-07	2.07461858757601e-05	KIF22 (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
LBR	FKBP5	0.733566617093868	5.09814412907872e-13	1.47101507005328e-10	LBR (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
MCFD2	FKBP5	0.570746216429009	2.48599970831265e-07	2.02026811738825e-05	MCFD2 (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
MGMT	FKBP5	0.785040678855743	8.88178419700125e-16	4.30347581469797e-13	MGMT (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
MTHFD2	FKBP5	0.486554107252209	1.94883353292763e-05	0.000892086365874893	MTHFD2 (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
MZT1	FKBP5	0.642760913305922	1.98497951409138e-09	2.73320503602502e-07	MZT1 (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
NEXN	FKBP5	0.83938413087219	0	0	NEXN (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
NT5C	FKBP5	0.702913130959671	1.17390541731766e-11	2.72813494268936e-09	NT5C (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
PLEKHO1	FKBP5	0.605843758201382	2.74309703840458e-08	2.83471758334929e-06	PLEKHO1 (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
PPP1CC	FKBP5	0.851841483684717	0	0	PPP1CC (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
PPP1R14A	FKBP5	0.808380719097192	0	0	PPP1R14A (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
PRTFDC1	FKBP5	0.759636077333567	2.48689957516035e-14	9.39170310148791e-12	PRTFDC1 (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
PSRC1	FKBP5	0.732656810427784	5.63105118089879e-13	1.60672660361646e-10	PSRC1 (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
PSTPIP2	FKBP5	0.737590761963083	3.27293747659496e-13	9.94663128981759e-11	PSTPIP2 (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
RBPMS2	FKBP5	0.790744466800805	4.44089209850063e-16	2.25825958593062e-13	RBPMS2 (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
RNASEH2A	FKBP5	0.708448153715795	6.86473100586227e-12	1.66307822859003e-09	RNASEH2A (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
RRAS	FKBP5	0.671933093657884	1.91286098072396e-10	3.47153851484038e-08	RRAS (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
RRM2B	FKBP5	0.510349050826699	6.38037630418253e-06	0.00034170607610304	RRM2B (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
SAMD9L	FKBP5	0.66589099816289	3.1724312066217e-10	5.3597390385556e-08	SAMD9L (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
SNX5	FKBP5	0.572215904120374	2.278436330716e-07	1.87232783912918e-05	SNX5 (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
SPARC	FKBP5	0.656093080220453	7.0328720624957e-10	1.11141018193778e-07	SPARC (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
TACC3	FKBP5	0.824302335753652	0	0	TACC3 (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
TIMP3	FKBP5	0.572250896684455	2.27369978178515e-07	1.8714298203924e-05	TIMP3 (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
TSC22D1	FKBP5	0.537608258245123	1.59433753488258e-06	0.000101217769828887	TSC22D1 (interacts with) FKBP5	prot-prot	NA	prot-prot_NA
IGF2R	FN1	0.493237686991514	1.43616016978765e-05	0.000691943586494311	IGF2R (interacts with) FN1	prot-prot	NA	prot-prot_NA
PLAT	FN1	0.5473361910594	9.43203766645695e-07	6.38246975690684e-05	PLAT (interacts with) FN1	prot-prot	NA	prot-prot_NA
JPT2	FST	-0.448727145481585	9.7773218250774e-05	0.00359715794366744	JPT2 (interacts with) FST	prot-prot	NA	prot-prot_NA
NEXN	FST	-0.519972005948736	3.96437217742296e-06	0.00022598241402047	NEXN (interacts with) FST	prot-prot	NA	prot-prot_NA
PPP1R14A	FST	-0.514968069285277	5.08662248654979e-06	0.000282431276658591	PPP1R14A (interacts with) FST	prot-prot	NA	prot-prot_NA
PSTPIP2	FST	-0.490438281865104	1.63330744293866e-05	0.000767490121402832	PSTPIP2 (interacts with) FST	prot-prot	NA	prot-prot_NA
RBPMS2	FST	-0.443268305485084	0.00012152913121577	0.00428985304415253	RBPMS2 (interacts with) FST	prot-prot	NA	prot-prot_NA
TACC3	FST	-0.459154929577465	6.38663387215743e-05	0.00250204054671248	TACC3 (interacts with) FST	prot-prot	NA	prot-prot_NA
TIMP3	FST	-0.490053363660222	1.6623067856214e-05	0.00077969019643393	TIMP3 (interacts with) FST	prot-prot	NA	prot-prot_NA
HAGH	FUS	0.465243635727408	4.94860674851161e-05	0.00202357040289456	HAGH (interacts with) FUS	prot-prot	NA	prot-prot_NA
INPP5D	FUS	0.617111363835185	1.27577197694961e-08	1.4306473523173e-06	INPP5D (interacts with) FUS	prot-prot	NA	prot-prot_NA
NFKB1	FUS	0.443674601316963	0.000119592708480942	0.00423313680743018	NFKB1 (interacts with) FUS	prot-prot	NA	prot-prot_NA
PAGR1	FUS	0.485889248534686	2.00822163054504e-05	0.000914381763694974	PAGR1 (interacts with) FUS	prot-prot	NA	prot-prot_NA
PARP1	FUS	0.44725745779022	0.000103707216043691	0.0037615837683644	PARP1 (interacts with) FUS	prot-prot	NA	prot-prot_NA
PSME1	FUS	0.466188434957572	4.75447993886213e-05	0.00195979205184558	PSME1 (interacts with) FUS	prot-prot	NA	prot-prot_NA
PSMG3	FUS	0.487463913918292	1.87021197721737e-05	0.000861471633631249	PSMG3 (interacts with) FUS	prot-prot	NA	prot-prot_NA
RANBP1	FUS	0.511158351505445	6.13347079703175e-06	0.000331594800142685	RANBP1 (interacts with) FUS	prot-prot	NA	prot-prot_NA
SAMD9L	FUS	0.520356924153617	3.88844271426159e-06	0.000222147294554477	SAMD9L (interacts with) FUS	prot-prot	NA	prot-prot_NA
PTPRK	GABARAP	0.45516577727233	7.52889280364322e-05	0.00286644873532332	PTPRK (interacts with) GABARAP	prot-prot	NA	prot-prot_NA
GGH	GDF15	0.439885571463841	0.000138809402841389	0.00482031841104377	GGH (interacts with) GDF15	prot-prot	NA	prot-prot_NA
HEG1	GDF15	0.442982494662962	0.000122908585116654	0.00432368830930916	HEG1 (interacts with) GDF15	prot-prot	NA	prot-prot_NA
IL6	GDF15	0.533300672933371	2.00111063053399e-06	0.000123530098538733	IL6 (interacts with) GDF15	prot-prot	NA	prot-prot_NA
MDK	GDF15	0.487739158749693	1.84701476726445e-05	0.000854618724745067	MDK (interacts with) GDF15	prot-prot	NA	prot-prot_NA
NPC2	GDF15	0.58799548604327	8.6936342125199e-08	8.03066642365147e-06	NPC2 (interacts with) GDF15	prot-prot	NA	prot-prot_NA
PLA2G15	GDF15	0.486619367310463	1.94309319292429e-05	0.000890252153332665	PLA2G15 (interacts with) GDF15	prot-prot	NA	prot-prot_NA
TNFRSF10B	GDF15	0.685557315186199	5.84781112422661e-11	1.18245503677275e-08	TNFRSF10B (interacts with) GDF15	prot-prot	NA	prot-prot_NA
GLRX	GGCT	0.514933076721197	5.09542609838931e-06	0.000282614562001377	GLRX (interacts with) GGCT	prot-prot	NA	prot-prot_NA
HAGH	GGCT	0.562243023357537	4.08321026323932e-07	3.0794960223197e-05	HAGH (interacts with) GGCT	prot-prot	NA	prot-prot_NA
INPP5D	GGCT	0.557064123873677	5.48697867142067e-07	3.99732233424349e-05	INPP5D (interacts with) GGCT	prot-prot	NA	prot-prot_NA
JPT2	GGCT	0.73419648324731	4.76063632959267e-13	1.38924023799932e-10	JPT2 (interacts with) GGCT	prot-prot	NA	prot-prot_NA
LBR	GGCT	0.524241098766512	3.19482847155328e-06	0.000187099646863143	LBR (interacts with) GGCT	prot-prot	NA	prot-prot_NA
MGMT	GGCT	0.5316595223515	2.18029032383882e-06	0.000132834769907902	MGMT (interacts with) GGCT	prot-prot	NA	prot-prot_NA
MZT1	GGCT	0.450686729070073	9.03481640381898e-05	0.00335280470014554	MZT1 (interacts with) GGCT	prot-prot	NA	prot-prot_NA
NEXN	GGCT	0.562452978742017	4.0341592510984e-07	3.0559648840179e-05	NEXN (interacts with) GGCT	prot-prot	NA	prot-prot_NA
NT5C	GGCT	0.667920566879538	2.68013611304241e-10	4.61918760959255e-08	NT5C (interacts with) GGCT	prot-prot	NA	prot-prot_NA
PAGR1	GGCT	0.504995188522439	8.26301617729008e-06	0.000430414311222737	PAGR1 (interacts with) GGCT	prot-prot	NA	prot-prot_NA
PLEKHO1	GGCT	0.59993001487184	4.05153728344487e-08	4.04052339568405e-06	PLEKHO1 (interacts with) GGCT	prot-prot	NA	prot-prot_NA
PPP1CC	GGCT	0.704032893010235	1.05417896634208e-11	2.51826194006182e-09	PPP1CC (interacts with) GGCT	prot-prot	NA	prot-prot_NA
PPP1R14A	GGCT	0.564412562330505	3.60238543883895e-07	2.77389079668319e-05	PPP1R14A (interacts with) GGCT	prot-prot	NA	prot-prot_NA
PRTFDC1	GGCT	0.587402676931152	9.02245265166357e-08	8.26012777521285e-06	PRTFDC1 (interacts with) GGCT	prot-prot	NA	prot-prot_NA
PSME1	GGCT	0.667990552007698	2.66453525910038e-10	4.60776198341398e-08	PSME1 (interacts with) GGCT	prot-prot	NA	prot-prot_NA
PSMG3	GGCT	0.597865453591112	4.63391305327576e-08	4.56809547823883e-06	PSMG3 (interacts with) GGCT	prot-prot	NA	prot-prot_NA
PSRC1	GGCT	0.640836322281515	2.29616659019882e-09	3.10345042296346e-07	PSRC1 (interacts with) GGCT	prot-prot	NA	prot-prot_NA
PSTPIP2	GGCT	0.642480972793281	2.02760430667581e-09	2.77700685842319e-07	PSTPIP2 (interacts with) GGCT	prot-prot	NA	prot-prot_NA
