Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,# Peptides (by Search Engine): Mascot,# Protein Pathway Groups,"Abundance: F17: 127N, Sample, B","Abundance: F17: 127C, Sample, A","Abundance: F17: 128C, Sample, B","Abundance: F17: 129C, Sample, A","Abundance: F17: 130N, Sample, B","Abundance: F17: 130C, Sample, A","Abundance: F17: 131N, Sample, B","Abundance: F17: 132N, Sample, A","Abundance: F17: 132C, Sample, A","Abundance: F17: 133N, Sample, B","Abundance: F17: 133C, Sample, A","Abundance: F17: 134N, Sample, B","Abundances (Normalized): F17: 127N, Sample, B","Abundances (Normalized): F17: 127C, Sample, A","Abundances (Normalized): F17: 128C, Sample, B","Abundances (Normalized): F17: 129C, Sample, A","Abundances (Normalized): F17: 130N, Sample, B","Abundances (Normalized): F17: 130C, Sample, A","Abundances (Normalized): F17: 131N, Sample, B","Abundances (Normalized): F17: 132N, Sample, A","Abundances (Normalized): F17: 132C, Sample, A","Abundances (Normalized): F17: 133N, Sample, B","Abundances (Normalized): F17: 133C, Sample, A","Abundances (Normalized): F17: 134N, Sample, B"
0,High,Master Protein,Q9UIJ7,"GTP:AMP phosphotransferase AK3, mitochondrial OS=Homo sapiens OX=9606 GN=AK3 PE=1 SV=4",0,0,14.465,35,6,8,6,227,25.6,9.16,57,6,0,145070.113165385,158628.627331689,147209.931003692,136806.13763236,145031.680890453,168451.651737781,115341.670606208,124652.527311973,140191.498114415,126992.77636007,112994.901696605,116184.141652734,154151.464917346,158628.627331689,155230.526907034,175027.991553745,156899.510609007,259436.977045271,154421.999550273,137240.263772804,201320.097285601,158579.577087961,150600.725477883,149090.196036219
0,High,Master Protein,P11215,Integrin alpha-M OS=Homo sapiens OX=9606 GN=ITGAM PE=1 SV=2,0,0,14.448,4,4,4,4,1152,127.1,7.23,41,4,0,99289.0885628944,100845.144458265,106504.639041797,86275.6731463608,92422.2820900614,94636.4770692143,107103.141485742,122039.896937114,70248.0018471356,98210.5306351304,119827.291807103,122169.09776543,105504.55995598,100845.144458265,112307.445046537,110379.973092545,99985.125596464,145752.215996493,143392.073128633,134363.803186577,100878.689194422,122638.348889584,159707.002769505,156770.231085898
0,High,Master Protein,Q9Y678,Coatomer subunit gamma-1 OS=Homo sapiens OX=9606 GN=COPG1 PE=1 SV=1,0,0,14.376,8,5,6,5,874,97.7,5.47,72,5,0,73067.8431265149,77989.5774116105,70747.8105509357,60111.9923746144,69511.4851434254,55770.1691507822,62406.6905972164,97621.2052059347,52575.2255442636,80604.9723266895,62772.8514469493,76829.3610914598,77641.8713030318,77989.5774116105,74602.4390777371,76906.5005102092,75199.55594355,85893.1565497809,83551.4684041577,107479.248445167,75499.9387533846,100653.775664459,83664.2788858673,98589.225203383
0,High,Master Protein,A8MVU1,Putative neutrophil cytosol factor 1C OS=Homo sapiens OX=9606 GN=NCF1C PE=5 SV=1,0,0,14.354,11,3,5,3,366,41.8,8.84,106,3,0,73366.4603983488,77622.6333009189,86511.849078866,69649.1446481728,64446.7805143428,77456.1227388084,82145.6395188387,75058.6678109134,62267.7374641856,77325.8222425174,98155.1788839536,92712.0490248046,77959.1819392366,77622.6333009189,91225.3665540909,89108.2089749931,69720.4104713103,119292.284342125,109978.413197634,82638.2873331089,89418.7388868138,96559.0054857079,130822.195757341,118970.260204202
0,High,Master Protein,P06241,Tyrosine-protein kinase Fyn OS=Homo sapiens OX=9606 GN=FYN PE=1 SV=3,0,0,14.333,7,5,8,2,537,60.7,6.67,138,5,0,61351.6406846177,66332.9036026406,54697.6845937501,49451.2100865243,54198.0792185023,40308.7403833351,54376.5898886719,58144.844967776,40758.5627818363,54299.0276554708,49433.8045983018,53966.9071992187,65192.2376033072,66332.9036026406,57677.8369651547,63267.2344321733,58633.0659144348,62080.5889741813,72800.5905862257,64016.4626621245,58530.7806452269,67804.7766864912,65885.8649713735,69251.5919930676
0,High,Master Protein,Q9Y4W6,AFG3-like protein 2 OS=Homo sapiens OX=9606 GN=AFG3L2 PE=1 SV=2,0,0,14.333,4,3,4,3,797,88.5,8.66,56,3,0,109088.154385943,110585.818330108,90941.4169913614,74015.1884436027,84627.617384631,74557.6726979008,77843.5787443328,99743.0572278798,70708.9293654323,91549.3260008053,81377.2141061276,91399.3129628907,115917.044777871,110585.818330108,95896.2753463102,94694.0685700017,91552.629536744,114828.302487555,104218.718340655,109815.370603764,101540.597898396,114320.308729469,108460.357925335,117285.726721142
0,High,Master Protein,P00734,Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2,0,0,14.302,5,3,4,3,622,70,5.9,66,3,0,61361.7533746927,55129.0029989411,62972.4381000033,51791.8407301329,56616.3895914906,38535.1375245114,46512.7152542002,53082.7926041007,45974.3944558587,55783.3575335225,49473.4078587883,48457.3882160157,65202.9833451785,55129.0029989411,66403.4327048151,66261.8068074338,61249.2647455657,59349.0149027774,62272.2599414082,58443.231083082,66020.9048978584,69658.3026197543,65938.6485896697,62181.6489389963
0,High,Master Protein,Q92614,Unconventional myosin-XVIIIa OS=Homo sapiens OX=9606 GN=MYO18A PE=1 SV=3,0,0,14.301,2,3,5,2,2054,233,6.3,90,3,0,60690.3220083233,62949.5203927717,56596.8125137192,48549.1120995111,56112.9587008457,43410.4037108191,47368.3993188719,54214.7784975575,43324.1069282225,43295.7471665604,41791.0129924803,48614.6811046875,64489.5205480598,62949.5203927717,59680.4371000143,62113.1020110394,60704.6384964409,66857.545146432,63417.8688402167,59689.5278566428,62214.9954805619,54064.6599922611,55699.4765305615,62383.4908364668
0,High,Master Protein,P31323,cAMP-dependent protein kinase type II-beta regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2B PE=1 SV=3,0,0,14.282,7,2,4,1,418,46.3,4.92,52,2,0,7060.20589642261,7313.14405239258,6992.59620939956,6174.69761052246,5346.11341977537,5950.69387075195,5025.24821455076,4534.19702099234,7062.06285549319,6027.2013773071,4612.53096562502,7755.12707024309,7502.1729686726,7313.14405239258,7373.5812973515,7899.82774110437,5783.58172554434,9164.82571244182,6727.91432141437,4992.07203076965,10141.3794718464,7526.34183480899,6147.62701044234,9951.55964265901
0,High,Master Protein,P17980,26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=3,0,0,14.255,13,4,4,4,439,49.2,5.24,58,4,0,64867.9725060824,68292.9678398258,62750.501971361,57148.9705238536,56740.3849814259,48310.2344411873,57727.715365062,68107.4165771499,47639.3627693088,58090.137183861,55174.7968937997,52499.3545634766,68928.6908919064,68292.9678398258,66169.4045930298,73115.6489267649,61383.4065818816,74403.9079134712,77287.1520699309,74985.0806677908,68411.8600367188,72538.8455283415,73537.5164324846,67368.3942774084
0,High,Master Protein,P35813,Protein phosphatase 1A OS=Homo sapiens OX=9606 GN=PPM1A PE=1 SV=1,0,0,14.105,18,5,6,5,382,42.4,5.36,92,5,0,61431.9621367697,66856.4133496685,46702.793743447,40289.9744317386,45938.1520040328,51670.4330194323,47192.3390973632,53371.6187554677,40170.4980541996,58465.3187894513,71196.1490624965,89158.9683960935,65277.587157694,66856.4133496685,49247.3519374452,51546.4687957899,49697.2352761954,79579.0412672761,63182.1554913138,58761.2236505242,57686.2982781048,73007.3457222186,94890.9334762101,114410.864404297
0,High,Master Protein,P09429,High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3,0,0,14.022,12,3,8,3,215,24.9,5.74,44,3,0,67631.4081738297,75791.0777612572,72830.0479971306,69899.6335463385,62675.0072458533,102924.112859611,104582.137805155,88432.9130598632,65270.8773080549,81089.7823331504,111192.485449804,98184.9135158204,71865.1169213149,75791.0777612572,76798.1252907161,89428.6812104587,67803.6543734058,158516.229611864,140016.897208396,97363.0986571047,93731.3570816532,101259.172034206,148198.447230762,125993.167360361
0,High,Master Protein,O14617,AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1,0,0,13.892,4,4,5,4,1153,130.1,8.48,24,4,0,79700.5427133534,101793.71400725,85179.1698769043,73395.5020022712,65379.7167834222,74188.3851572454,80600.6046317872,99226.0866504652,61785.6646564836,84910.9079522841,68165.9813436168,72466.8831046874,84689.7761771543,101793.71400725,89820.0775677564,93901.2498039986,70729.6881901455,114259.552687717,107909.886052332,109246.19499267,88726.4647771092,106030.722842452,90852.2958922929,92991.1918659626
0,High,Master Protein,P02790,Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2,0,0,13.749,13,3,4,3,462,51.6,7.02,22,3,0,93604.0490577852,103768.469553143,90714.7893462077,91834.0512084971,104694.945987231,113281.760689452,142898.431906056,107268.487606543,108872.752161035,111773.764265164,136753.514893358,112253.949998989,99463.6384408337,103768.469553143,95657.3001051084,117491.289626651,113262.05204117,174468.325151161,191315.605813186,118100.738517619,156345.237418909,139575.153601196,182266.440745166,144046.882587572
0,High,Master Protein,P43686,26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2,0,0,13.689,17,4,9,4,418,47.3,5.21,25,4,0,22697.9421331653,24646.0223568605,24630.2431903992,19213.8365976562,22249.104636548,14161.9123933204,20990.4964333153,21700.3341589967,16194.8651475219,18929.7035059203,17547.4720313102,22375.7087499866,24118.8274696365,24646.0223568605,25972.199037293,24581.9324186092,24069.7315754048,21811.1470122139,28102.5444988739,23891.6903504503,23256.416194122,23638.0718841674,23387.4447301508,28713.0305094123
0,High,Master Protein,Q6ZVM7,TOM1-like protein 2 OS=Homo sapiens OX=9606 GN=TOM1L2 PE=1 SV=1,0,0,13.597,6,2,4,2,507,55.5,4.79,129,2,0,160770.0979992,127957.954344054,128716.18435371,83709.848249411,112533.117634305,61459.4103173948,82296.3533487305,116019.737193474,74824.2691517552,94373.5650676722,61212.2440842757,81602.9810868166,170834.264761539,127957.954344054,135729.16570546,107097.290121124,121741.615181752,94655.3118312564,110180.192232474,127735.71205206,107450.375718658,117847.018276705,81584.2859173719,104714.845540084
0,High,Master Protein,Q03518,Antigen peptide transporter 1 OS=Homo sapiens OX=9606 GN=TAP1 PE=1 SV=2,0,0,13.586,5,2,2,2,808,87.2,8.02,75,2,0,3722.00959764909,4064.38108183594,7335.71219648432,7555.11869948699,5895.26172597656,6744.84668811012,6014.96138525389,6068.13599728987,5285.9080638027,4830.46776013179,11784.5605171143,6250.18333886717,3955.00644064384,4064.38108183594,7735.39163923705,9665.92051209673,6377.6664108057,10387.9220972022,8052.9643748596,6680.91215505839,7590.75650064747,6031.9457255333,15706.5791170005,8020.38080239226
0,High,Master Protein,P17612,cAMP-dependent protein kinase catalytic subunit alpha OS=Homo sapiens OX=9606 GN=PRKACA PE=1 SV=2,0,0,13.539,13,5,7,5,351,40.6,8.79,27,5,0,177416.925392209,167330.928702404,172554.697478174,132223.749753711,137382.117621136,106577.621197264,121714.360836293,151455.299985641,119167.682919138,131675.960935984,116652.979249666,148685.091415137,188523.179265473,167330.928702404,181956.179363668,169165.34415502,148623.989523134,164143.097315161,162953.899276296,166749.650151875,171129.132945001,164427.606013382,155476.247515368,190796.171589431
0,High,Master Protein,Q9NQW7,Xaa-Pro aminopeptidase 1 OS=Homo sapiens OX=9606 GN=XPNPEP1 PE=1 SV=3,0,0,13.524,8,3,7,3,623,69.9,5.67,48,3,0,96130.9413410215,101995.499621726,90658.7222011622,78197.6441522457,83266.7522970943,73431.2716749759,77568.1567877199,85385.0966230182,74893.3706220475,83645.9969393561,77582.140476397,82420.7459463867,102148.713530733,101995.499621726,95598.1781939151,100045.047956713,90080.4059168531,113093.501591787,103849.977286041,94007.5057883229,107549.607946781,104451.191634194,103402.246158363,105764.220450382
0,High,Master Protein,P31040,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=2",0,0,13.479,9,4,5,4,664,72.6,7.39,116,4,0,74776.4321632357,78283.3055939352,86952.7624161567,66976.9303910885,65166.5944222421,65496.9590673983,72982.4591779436,71846.7263201657,60939.779462165,68147.7996995353,60057.6068006828,65487.6741782227,79457.4175737647,78283.3055939352,91690.3026436694,85689.4128411849,70499.1261918036,100873.65063392,97710.5431117937,79101.9956355502,87511.7428296077,85098.1415288229,80045.3738960154,84035.3084534532
0,High,Master Protein,P51991,Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2,0,0,13.354,20,4,4,4,378,39.6,9.01,68,4,0,40123.175802832,41017.334751196,43515.3999644025,41381.0548388304,33467.0080136081,58361.8087664557,53144.9940817384,45584.9432651732,37659.5405154052,42513.8637346433,62899.9777791856,56379.5109329591,42634.8762828328,41017.334751196,45886.2959787349,52942.3828650118,36205.5872664748,89884.6113116951,71151.70266788,50188.2294141001,54080.4717994011,53088.2993871985,83833.7141221007,72347.5012841667
0,High,Master Protein,P15880,40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2,0,0,13.346,17,4,5,4,293,31.3,10.24,77,4,0,126739.892393548,141365.928880447,113535.835615173,102569.388961231,103306.928641541,113795.409344753,127564.953257933,135813.980266403,87605.2707621093,128440.52024479,140553.335533524,143777.55697207,134673.777042272,141365.928880447,119721.729812724,131225.940995594,111760.454314947,175259.409435701,170786.802818919,149528.829280345,125804.359535165,160387.417026192,187330.879374719,184498.709115093
0,High,Master Protein,P05091,"Aldehyde dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH2 PE=1 SV=2",0,0,13.278,7,4,5,4,517,56.3,7.05,43,4,0,145127.258469654,137871.986227702,141309.981060056,111937.281521411,100107.635122559,127177.608515333,149467.500890035,137589.180797903,82728.6028211369,119450.181039037,148910.931583155,150791.472945996,154212.187502956,137871.986227702,149009.123688981,143211.100786494,108299.36509402,195869.698876125,200110.421792166,151483.294179263,118801.286756066,149160.918716688,198469.96626649,193499.129419094
0,High,Master Protein,P08603,Complement factor H OS=Homo sapiens OX=9606 GN=CFH PE=1 SV=4,0,0,13.233,2,2,3,2,1231,139,6.61,94,2,0,44879.3484711515,46500.6577414268,39988.0661614485,43289.5943986807,42322.2194113771,38167.2616262686,48665.7652078126,51758.1547973134,37794.5503981924,52387.9568904773,49597.0888814729,50234.7087773439,47688.7841362405,46500.6577414268,42166.7786807082,55384.1435326446,45785.413730037,58782.4392118694,65154.8112103557,56984.8279048461,54274.3509083543,65418.3669836388,66103.4918831676,64462.3480700328
0,High,Master Protein,Q9Y371,Endophilin-B1 OS=Homo sapiens OX=9606 GN=SH3GLB1 PE=1 SV=1,0,0,13.224,17,3,5,3,365,40.8,6.04,42,3,0,41426.4211454843,44930.1479166501,45859.6856123282,29580.0835781281,39196.0398473138,24031.5682115558,26590.2588966572,45924.0054337655,29046.4180647269,33394.3357657142,27170.0270692377,30638.3213361329,44019.7044485594,44930.1479166501,48358.3078455089,37844.3738583192,42403.4213221306,37011.6727627488,35599.6313023771,50561.5309624636,41711.7142568561,41700.4793079352,36212.4815052947,39315.8073834013
0,High,Master Protein,Q8IZP0,Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=4,0,0,13.198,13,4,5,4,508,55,7.06,49,4,0,113432.349659135,126033.504561829,118021.65554809,96319.9397935008,102842.80631004,81394.4268887251,92151.3558442396,114214.831097977,84666.8603210558,106980.95351005,83475.7659950334,99763.8692917971,120533.185557234,126033.504561829,124451.955464276,123230.477085309,111258.353213807,125357.773833019,123374.289239489,125748.541844021,121584.695120315,133590.231274168,111257.328692837,128019.320179706
0,High,Master Protein,Q08209,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PPP3CA PE=1 SV=1,0,0,13.047,12,5,7,5,521,58.7,5.86,18,5,0,81595.803151741,81629.4174904815,81189.6200585058,90152.2034660176,68359.3018798259,100789.654718997,94759.8797649701,79143.1026858414,92970.4568259543,87671.110120754,88182.5020103046,102662.012082991,86703.6794312606,81629.4174904815,85613.1608454304,115339.555519103,73953.0904190471,155228.892492174,126866.639208038,87135.1790663591,133508.962131302,109477.467650299,117530.513127618,131738.284495606
0,High,Master Protein,Q13188,Serine/threonine-protein kinase 3 OS=Homo sapiens OX=9606 GN=STK3 PE=1 SV=2,0,0,13.035,6,2,2,1,491,56.3,5.24,65,2,0,15380.1610447999,15934.2162125246,19329.3881859375,14211.8570053709,17504.0391877441,12939.8976699532,15090.4872679687,17068.8798054196,16057.9332761716,18314.2487182614,14065.3430156248,13778.0368365234,16342.9551682897,15934.2162125246,20382.5318878686,18182.4648436731,18936.3811091203,19929.0888521153,20203.4807182881,18792.5396886604,23059.7770395903,22869.5355725667,18746.4286480459,17680.2977044086
0,High,Master Protein,P13747,"HLA class I histocompatibility antigen, alpha chain E OS=Homo sapiens OX=9606 GN=HLA-E PE=1 SV=4",0,0,13.009,15,4,7,3,358,40,5.83,0,4,0,97778.3723490053,87370.3021640614,156061.39043086,83740.3678076959,45524.1370552659,64949.4483428841,73515.3254504883,46565.7121883051,40380.404234694,47232.00011212,61769.2193620605,71180.1851619649,103899.273295868,87370.3021640614,164564.249852269,107136.336446692,49249.341805972,100030.414454266,98423.9563549588,51268.0389343187,57987.7311984057,58979.9736448127,82326.6280907635,91340.0711037739
0,High,Master Protein,P01116,GTPase KRas OS=Homo sapiens OX=9606 GN=KRAS PE=1 SV=1,0,0,13.005,30,4,6,4,189,21.6,6.77,58,4,0,146460.22056406,163251.288928437,144997.51824551,135213.01155494,141493.402485424,123164.176660399,127943.765672694,132879.685292577,124616.88239956,138286.240714779,115441.576880546,132619.407151384,155628.592681449,163251.288928437,152897.572901507,172989.766789503,153071.697632291,189688.503160442,171293.965323453,146298.221567216,178954.381867241,172682.05482378,153861.67842512,170180.311436175
0,High,Master Protein,P02763,Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=1,0,0,12.925,7,1,2,1,201,23.5,5.02,65,1,0,29896.8385949699,32608.3231399238,34320.9605384765,27351.2311351316,26146.5532590083,30768.8937292232,36373.9055567126,29819.3488272214,25765.5693845213,33150.5500592013,35132.9255392817,36318.2236441407,31768.3729973936,32608.3231399238,36190.906089139,34992.8090578006,28286.1053892728,47388.0113004942,48698.1955263791,32830.5842394905,37000.2960584481,41396.0569986749,46825.5115490333,46604.3902874136
0,High,Master Protein,P62942,Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Homo sapiens OX=9606 GN=FKBP1A PE=1 SV=2,0,0,12.854,16,2,4,2,108,11.9,8.16,123,2,0,160021.32703718,180849.534383197,138086.843831033,118523.647095215,148457.693530301,93304.3135323062,105555.78724595,114675.303207642,116698.155118752,105572.258060559,115222.268580398,139499.073772266,170038.620929985,180849.534383197,145610.376831731,151637.611160755,160605.871200239,143700.51464848,141320.440782184,126255.513625125,167582.801079587,131831.152253858,153569.382147945,179008.459844215
0,High,Master Protein,P28066,Proteasome subunit alpha type-5 OS=Homo sapiens OX=9606 GN=PSMA5 PE=1 SV=3,0,0,12.848,14,2,3,2,241,26.4,4.79,106,2,0,94008.4920553685,113986.96543169,100432.885755543,106324.643047408,105191.072349606,76614.1014423317,79607.4305039061,117414.575737201,83714.9467591539,85488.3777322239,78166.8927284155,92516.7350507812,99893.3994659866,113986.96543169,105904.877940851,136030.364187804,113798.776038155,117995.464408856,106580.202392273,129271.405020262,120217.712575245,106751.826169024,104181.60975846,118719.628764648
0,High,Master Protein,Q9Y3A3,MOB-like protein phocein OS=Homo sapiens OX=9606 GN=MOB4 PE=1 SV=1,0,0,12.803,13,1,8,1,225,26,5.78,164,1,0,4871.70838766413,5306.71617802734,6078.11695041503,4576.22297182617,5796.35158048096,4122.78531489258,5711.99142744142,3546.48600514179,3749.15965026111,4605.20304839895,4124.56715714914,2338.2520090809,5176.67607905152,5306.71617802734,6409.27748815969,5854.76009719164,6270.66252498404,6349.61395788126,7647.34144220073,3904.61938725142,5383.92980802455,5750.65112167213,5497.26400768727,3000.49942665948
0,High,Master Protein,Q9UJZ1,"Stomatin-like protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=STOML2 PE=1 SV=1",0,0,12.789,19,4,8,4,356,38.5,7.39,61,4,0,95809.6924510453,102994.066649126,90990.0496207762,81479.3470472554,87507.949975216,68346.0067370739,77008.049141638,105260.252054995,63083.8957607143,87665.5278311185,68889.117795114,82594.7096749146,101807.354542914,102994.066649126,95947.5576792172,104243.6159196,94668.6575044216,105261.546550958,103100.09268478,115889.706116146,90590.7719263888,109470.496882709,91816.0993257204,105987.454757753
0,High,Master Protein,P41240,Tyrosine-protein kinase CSK OS=Homo sapiens OX=9606 GN=CSK PE=1 SV=1,0,0,12.774,9,4,5,4,450,50.7,7.06,80,4,0,118232.761272246,125185.877077497,119776.599084301,99228.3870435135,117746.798690339,94310.0536592284,97019.0456772211,104764.724380126,89574.2148179331,94078.7566253912,98609.2289015628,114788.779530176,125634.101701992,125185.877077497,126302.515463596,126951.506635005,127381.927706166,145249.482411812,129891.260887714,115344.138767675,128631.834911345,117478.882391823,131427.358123328,147299.634868107
0,High,Master Protein,P30050,60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1,0,0,12.738,15,2,4,2,165,17.8,9.42,49,2,0,70231.3570257207,72055.2161246712,76643.7934082523,59858.8174857411,61169.0229903334,68664.8497524899,80567.5782116456,71996.2581320272,54853.9389563711,76438.6272600581,77319.8660252941,79701.5927167969,74627.8219022662,72055.2161246712,80819.6590664697,76582.5918531983,66174.4365968124,105752.605363491,107865.669544894,79266.6275587437,78772.2542074722,95451.1392814597,103052.684169129,102274.939707888
0,High,Master Protein,P31949,Protein S100-A11 OS=Homo sapiens OX=9606 GN=S100A11 PE=1 SV=2,0,0,12.737,40,2,3,2,105,11.7,7.12,98,2,0,32594.496470508,28866.8290227541,31893.9540884766,30739.1713069825,24325.2724494142,46338.5555817253,37118.6994555235,34221.343280969,24844.4911441771,34901.317487695,50172.6813833733,46286.0954598266,34634.9035617278,28866.8290227541,33631.6664544787,39327.2956096894,26315.7905866558,71367.2715983869,49695.3421994136,37677.1035438826,35677.5941582059,43582.2912581946,66870.6472774754,59395.3955134656
0,High,Master Protein,P61225,Ras-related protein Rap-2b OS=Homo sapiens OX=9606 GN=RAP2B PE=1 SV=1,0,0,12.734,15,2,2,2,183,20.5,4.81,94,2,0,34386.7167006129,35749.844174635,37094.0079919922,26257.9236562498,30076.3576805325,25304.9163662107,29980.8887109937,31767.6553154294,22948.2729609373,29346.2075478513,30334.2821332028,32102.3909507813,36539.3163170293,35749.844174635,39115.0404489103,33594.0457019224,32537.482652093,38972.7909385687,40139.0820742687,34975.6357849175,32954.555783846,36645.4637457398,40429.8320323985,41194.5356052873
0,High,Master Protein,Q06187,Tyrosine-protein kinase BTK OS=Homo sapiens OX=9606 GN=BTK PE=1 SV=3,0,0,12.624,8,5,6,5,659,76.2,7.77,45,5,0,145508.733657171,160228.680644668,136773.2764229,119395.055714796,124181.640233497,116717.511216798,123287.270152148,127730.954857431,111168.301658519,120864.221304493,122045.469436818,134558.962122322,154617.542939043,160228.680644668,144225.240927501,152752.480004708,134343.327331194,179759.818119624,165059.745328196,140629.558939574,159641.730104794,150926.671964302,162663.411910608,172669.193539418
0,High,Master Protein,P35998,26S proteasome regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMC2 PE=1 SV=3,0,0,12.616,15,6,6,6,433,48.6,5.95,71,6,0,53811.1357088366,57914.4237681135,52215.1564171876,56452.8622638415,50957.6299885243,63474.1061673618,56876.8311890625,56449.6181277836,49239.095748247,62039.1558684219,57329.4415875129,56194.6234136718,57179.6989565079,57914.4237681135,55060.0505544016,72225.0570807959,55127.4532426703,97758.1997850933,76147.9693690653,62150.0474061143,70709.1348592475,77470.1001308436,76409.2482464698,72110.2493141209
0,High,Master Protein,Q9UII2,"ATPase inhibitor, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5IF1 PE=1 SV=1",0,0,12.532,22,3,7,3,106,12.2,9.35,30,3,0,120198.766456847,140080.721281446,133585.33855162,123059.655246389,124388.163079426,113270.277427443,135447.354841825,159437.273937038,87601.5170862314,102463.018707716,115356.142871193,114201.926592187,127723.178305219,140080.721281446,140863.611232197,157440.920939918,134566.749781082,174450.639466565,181339.937756583,175537.664596024,125798.96911989,127948.554552072,153747.81113026,146546.571512605
0,High,Master Protein,P13489,Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2,0,0,12.406,9,3,5,3,461,49.9,4.82,66,3,0,255703.615800244,289567.980155903,149428.761829106,144198.610721484,241164.805380469,235059.769081274,280575.974208099,303616.92041565,202184.831988986,267694.109217225,171272.849785253,190977.439125,271710.596346836,289567.980155903,157570.248662206,184485.825389254,260899.133954689,362021.952805392,375641.368251939,334276.946823909,290344.782623521,334277.427782528,228274.152594785,245066.696991613
0,High,Master Protein,Q15369,Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1,0,0,12.368,46,3,4,3,112,12.5,4.78,24,3,0,107465.462516381,119104.600303398,107330.398132031,102466.831288671,100898.547370418,92766.6288881824,96819.2728722655,105669.05556233,86390.4598170402,93726.0279561361,90938.6362846425,94924.1070808595,114192.772814856,119104.600303398,113178.194851264,131094.73004441,109154.997076369,142872.411882873,129623.800603544,116339.791665053,124059.846772734,117038.419833239,121203.916219239,121808.824611782
0,High,Master Protein,Q9GZV4,Eukaryotic translation initiation factor 5A-2 OS=Homo sapiens OX=9606 GN=EIF5A2 PE=1 SV=3,0,0,12.339,18,3,9,3,153,16.8,5.58,42,3,0,180980.949780143,199399.164852506,170176.086570218,165924.0570668,152922.754720032,168294.21562125,164308.619586949,155462.134121812,158661.225698881,164212.084474466,183060.62733388,191194.699831201,192310.31066293,199399.164852506,179447.972057059,212281.078623052,165436.304876569,259194.505394034,219980.04230915,171161.104821909,227843.298793218,205056.410727322,243985.019403287,245345.490988949
0,High,Master Protein,P54577,"Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=YARS1 PE=1 SV=4",0,0,12.291,10,4,4,4,528,59.1,7.05,15,4,0,135128.843842347,150765.916869735,124050.650726325,119246.505177097,125025.688354013,103075.782799363,112299.841180957,91710.533774706,93365.7683790131,87393.7212481794,115134.286463816,127874.658169629,143587.874692961,150765.916869735,130809.434826276,152562.426380596,135256.443253359,158749.820617188,150349.53051398,100971.702037656,134076.643919358,109131.084089261,153452.118710503,164091.739056419
0,High,Master Protein,P23141,Liver carboxylesterase 1 OS=Homo sapiens OX=9606 GN=CES1 PE=1 SV=2,0,0,12.217,10,3,5,3,567,62.5,6.6,39,3,0,56835.4126199704,63635.3556464347,83809.0268876955,66787.3541772582,40196.7536679199,69387.0737866833,83829.0103792971,147275.71829684,33065.8585411008,105897.099264658,77701.4726945131,85019.1850608091,60393.2948240144,63635.3556464347,88375.2836146396,85446.8715011008,43486.0227768525,106864.922270138,112232.147627615,162148.003431985,47483.7771752285,132236.790922791,103561.293322008,109098.59802934
0,High,Master Protein,Q9H3N1,Thioredoxin-related transmembrane protein 1 OS=Homo sapiens OX=9606 GN=TMX1 PE=1 SV=1,0,0,12.203,9,2,4,2,280,31.8,4.98,73,2,0,45591.8237771445,48288.6844240333,37868.4781921877,28808.4229085127,40219.6897700663,25205.0094368837,32121.3201375001,45937.6526535559,26322.7468340339,35275.1886271007,31745.1435952158,33363.2883754993,48445.8602130411,48288.6844240333,39931.7069362217,36857.1212430398,43510.83572241,38818.921555496,43004.7393778622,50576.5563140083,37800.4231692211,44049.1550347944,42310.2421795611,42812.548541981
