Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,# Peptides (by Search Engine): Mascot,# Protein Pathway Groups,# Razor Peptides,"Abundance: F16: 127N, Sample, 5B+","Abundance: F16: 127C, Sample, 5A+","Abundance: F16: 128C, Sample, 2B+","Abundance: F16: 129C, Sample, 2A+","Abundance: F16: 130N, Sample, 4B+","Abundance: F16: 130C, Sample, 1A+","Abundance: F16: 131N, Sample, 1B+","Abundance: F16: 132N, Sample, 6B+","Abundance: F16: 132C, Sample, 4A+","Abundance: F16: 133N, Sample, 6B+","Abundance: F16: 133C, Sample, 3A+","Abundance: F16: 134N, Sample, 3B+","Abundances (Normalized): F16: 127N, Sample, n/a, n/a","Abundances (Normalized): F16: 127C, Sample, n/a, n/a","Abundances (Normalized): F16: 128C, Sample, n/a, n/a","Abundances (Normalized): F16: 129C, Sample, n/a, n/a","Abundances (Normalized): F16: 130N, Sample, n/a, n/a","Abundances (Normalized): F16: 130C, Sample, n/a, n/a","Abundances (Normalized): F16: 131N, Sample, n/a, n/a","Abundances (Normalized): F16: 132N, Sample, n/a, n/a","Abundances (Normalized): F16: 132C, Sample, n/a, n/a","Abundances (Normalized): F16: 133N, Sample, n/a, n/a","Abundances (Normalized): F16: 133C, Sample, n/a, n/a","Abundances (Normalized): F16: 134N, Sample, n/a, n/a",# Protein Groups,Modifications
0,High,Master Protein Candidate,P19105,Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2,0,0,5.902,6,1,2,1,171,19.8,4.81,26,1,0,0,802752.720580599,848827.211357791,780988.554753834,828250.572187502,704021.684160351,838642.935487499,769442.237771585,703315.283343751,792805.713562499,707565.2912625,780221.786437501,772810.6720125,838458.501466904,848827.211357791,812435.019471139,930045.605919156,757167.95447635,1007748.20242893,906487.521141758,792329.60404705,931926.625966558,810933.737676436,893205.956628154,883939.168367545,1,
0,High,Master Protein,P00918,Carbonic anhydrase 2 OS=Homo sapiens OX=9606 GN=CA2 PE=1 SV=2,0,0,5.897,10,2,2,2,260,29.2,7.4,60,2,0,0,483473.084534479,529419.633152057,415572.612059471,382824.089226564,361040.861845485,345410.984453907,389486.782284968,375522.657932814,352638.539859377,408237.953913284,345464.64619219,369985.749071962,504977.569761672,529419.633152057,432305.622297662,429874.574170009,388295.669006212,415060.193025166,458858.235822233,423050.267663782,414519.268737606,467877.571040242,395491.493761331,423188.896306059,1,
0,High,Master Protein,P09486,SPARC OS=Homo sapiens OX=9606 GN=SPARC PE=1 SV=1,0,0,5.883,14,2,2,2,303,34.6,4.84,57,2,0,0,262562.362466912,285344.261735178,253770.863307712,235429.060730269,244933.382395687,212106.096442965,209882.706692873,230153.886161714,248477.972582809,229044.708853121,210235.681341207,220054.090059375,274240.920437358,285344.261735178,263988.934303389,264364.155957736,263423.289799232,254875.499893604,247264.895506066,259283.058126397,292080.688439506,262505.925797828,240679.978608604,251697.390327724,1,
0,High,Master Protein,P31150,Rab GDP dissociation inhibitor alpha OS=Homo sapiens OX=9606 GN=GDI1 PE=1 SV=2,0,0,5.86,4,1,1,1,447,50.6,5.14,34,1,0,0,163344.110165503,168044.543087721,151290.64328234,139892.271556637,123384.600750379,141031.343487887,130970.536447277,166731.653936714,144163.791298824,155839.278594136,117039.640935935,152020.438401563,170609.521863416,168044.543087721,157382.353393938,157085.544921116,132698.847018421,169469.123117861,154297.6861662,187833.861248851,169461.538070852,178605.890124503,133988.189336433,173880.647307331,1,
0,High,Master Protein Candidate,P50395,Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2,0,0,5.86,4,1,1,1,445,50.6,6.47,34,1,0,0,163344.110165503,168044.543087721,151290.64328234,139892.271556637,123384.600750379,141031.343487887,130970.536447277,166731.653936714,144163.791298824,155839.278594136,117039.640935935,152020.438401563,170609.521863416,168044.543087721,157382.353393938,157085.544921116,132698.847018421,169469.123117861,154297.6861662,187833.861248851,169461.538070852,178605.890124503,133988.189336433,173880.647307331,1,
0,High,Master Protein,P04114,Apolipoprotein B-100 OS=Homo sapiens OX=9606 GN=APOB PE=1 SV=2,0,0,5.814,1,4,5,4,4563,515.3,7.05,15,4,0,0,1895272.07124171,1528010.05285933,1676876.12298165,1455796.17333047,1789326.03332226,1519464.15793477,1609474.64438322,1482915.9872291,1454964.83104629,1485435.21621387,2245501.34196093,2263961.70116015,1979572.21443742,1528010.05285933,1744395.4553914,1634718.86357287,1924401.42544433,1825851.27593527,1896138.01934352,1670599.60848598,1710280.89568641,1702442.93612987,2570673.1202855,2589514.47723681,1,
0,High,Master Protein,P29466,Caspase-1 OS=Homo sapiens OX=9606 GN=CASP1 PE=1 SV=1,0,0,5.787,4,1,1,1,404,45.1,5.91,44,1,0,0,121951.772121084,104694.090788518,137356.444129397,105696.565424998,102934.101384953,105372.740163279,101702.218206446,92354.9646421858,121758.298406247,101940.19238906,109064.348146873,118847.270282812,127376.086660813,104694.090788518,142887.094415778,118687.061060082,110704.54894363,126620.263512777,119816.390563092,104043.768562551,143124.347208956,116832.668665834,124857.991809431,135937.249653874,1,
0,High,None,P35241,Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1,0,0,5.704,4,2,3,2,583,68.5,6.37,18,2,0,0,1344934.90929332,1281501.23681927,1261522.13713722,942575.064569006,1119716.98235983,778781.386375787,822229.130282205,1097165.5395422,809887.371098443,961860.276944533,826427.303289848,990979.538174997,1404756.50808259,1281501.23681927,1312317.26228228,1058420.99780996,1204243.89788074,935816.077373981,968676.282028229,1236027.08217369,952005.759102288,1102378.76156046,946102.509376371,1133480.24369608,1,
0,High,None,P15311,Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4,0,0,5.704,4,2,3,2,586,69.4,6.27,18,2,0,0,1344934.90929332,1281501.23681927,1261522.13713722,942575.064569006,1119716.98235983,778781.386375787,822229.130282205,1097165.5395422,809887.371098443,961860.276944533,826427.303289848,990979.538174997,1404756.50808259,1281501.23681927,1312317.26228228,1058420.99780996,1204243.89788074,935816.077373981,968676.282028229,1236027.08217369,952005.759102288,1102378.76156046,946102.509376371,1133480.24369608,1,
0,High,Master Protein,P04843,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1,0,0,5.64,5,2,2,2,607,68.5,6.38,33,2,0,0,125854.273270728,116739.810054765,141018.210967075,114540.24591475,116126.77578046,90672.7388047875,102733.288109906,129804.349299028,108236.369452152,114143.775696976,102765.080446878,112001.364646875,131452.167852462,116739.810054765,146696.302110257,128617.662324774,124893.132208691,108956.130998369,121031.104228432,146232.893155282,127229.600978982,130819.077478052,117646.525108762,128106.917654454,1,
0,High,Master Protein,P61160,Actin-related protein 2 OS=Homo sapiens OX=9606 GN=ACTR2 PE=1 SV=1,0,0,5.633,11,2,3,2,394,44.7,6.74,19,2,0,0,239266.334664828,284123.585405833,242122.268534188,236149.322062501,258165.636417912,200726.923753126,203310.671244147,236149.322062501,207286.627143751,236297.888268749,207407.89678125,236471.42371875,249908.704475587,284123.585405833,251871.309449563,265172.940049954,277654.440538671,241201.813109791,239522.315452202,266037.299738744,243661.11865418,270818.724582882,237442.701648487,270475.500914485,1,
0,High,Master Protein,P00387,NADH-cytochrome b5 reductase 3 OS=Homo sapiens OX=9606 GN=CYB5R3 PE=1 SV=3,0,0,5.622,10,2,2,2,301,34.2,7.59,0,2,0,0,282144.93125154,346415.134879654,302932.966939465,384971.560050001,310641.362038197,351365.484937499,362671.656348632,285564.244350001,375736.953899999,300952.636982031,326044.232456249,324154.007100001,294694.505778254,346415.134879654,315130.547555192,432285.977035572,334091.534340634,422215.368255032,427267.070370318,321706.36699394,441670.973996297,344918.906827606,373258.80360751,370766.649369391,1,
0,High,None,A0M8Q6,Immunoglobulin lambda constant 7 OS=Homo sapiens OX=9606 GN=IGLC7 PE=1 SV=3,0,0,5.613,19,2,3,2,106,11.2,8.29,14,2,0,0,537338.05259065,560184.315412294,556363.991741513,540550.697684769,571567.370356443,675791.464505726,714699.677974225,613866.651260163,580273.799221875,618255.92393555,768198.867936334,691576.139203125,561238.407302371,560184.315412294,578765.959772649,606986.36142257,614714.725973758,812059.107344157,841994.769255171,691560.004807871,682099.781314212,708577.135465584,879441.995395629,791023.286153791,1,
0,High,Master Protein,P07384,Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1,0,0,5.603,3,2,2,2,714,81.8,5.67,17,2,0,0,717747.311428335,753326.088732435,721120.765477143,643122.726262496,614557.063340061,635753.982599996,634016.047248634,589232.165981247,602667.282524996,595524.458924997,580516.138949997,617794.181745131,749672.121617778,753326.088732435,750156.65668254,722164.868594592,660949.690936227,763948.4052647,746940.584778662,663807.683154701,708422.855153501,682524.823245777,664580.869494151,706631.643442504,1,
0,High,Master Protein,P31946,14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3,0,0,5.58,13,3,3,1,246,28.1,4.83,32,3,0,0,698898.366091371,694104.721741371,675410.655110815,571858.338975016,571780.683581313,513709.531190644,542011.614220369,554450.734096893,527783.764921895,536672.754646894,472227.579140641,495928.183781249,729984.79069222,694104.721741371,702606.031030669,642141.826678435,614944.14211501,617294.720699044,638549.250984217,624624.177825341,620398.837785134,615075.45410881,540611.00818325,567241.579622665,1,
0,High,Master Protein Candidate,P61981,14-3-3 protein gamma OS=Homo sapiens OX=9606 GN=YWHAG PE=1 SV=2,0,0,5.58,13,3,3,1,247,28.3,4.89,32,3,0,0,698898.366091371,694104.721741371,675410.655110815,571858.338975016,571780.683581313,513709.531190644,542011.614220369,554450.734096893,527783.764921895,536672.754646894,472227.579140641,495928.183781249,729984.79069222,694104.721741371,702606.031030669,642141.826678435,614944.14211501,617294.720699044,638549.250984217,624624.177825341,620398.837785134,615075.45410881,540611.00818325,567241.579622665,1,
0,High,Master Protein,P52272,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3,0,0,5.514,2,1,1,1,730,77.5,8.7,97,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,Master Protein,Q13162,Peroxiredoxin-4 OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1,0,0,5.483,8,1,1,1,271,30.5,6.29,38,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,Master Protein,P15153,Ras-related C3 botulinum toxin substrate 2 OS=Homo sapiens OX=9606 GN=RAC2 PE=1 SV=1,0,0,5.435,13,2,2,2,192,21.4,7.61,42,2,0,0,996423.628683338,983567.501416677,976592.173038291,921654.861806254,912188.821757814,924141.090881252,964534.046514855,938685.443231254,781812.223912503,910827.518081252,911521.540050002,984544.45010625,1040743.73230127,983567.501416677,1015914.60756785,1034929.6253826,981049.532714738,1110486.33896252,1136327.11327921,1057489.12781217,919004.007547119,1043890.61014888,1043519.27018735,1126119.80393786,1,
0,High,Master Protein,P11277,"Spectrin beta chain, erythrocytic OS=Homo sapiens OX=9606 GN=SPTB PE=1 SV=5",0,0,5.376,1,2,2,2,2137,246.3,5.27,62,2,0,0,323603.834715776,283929.483822517,267402.353160911,203800.872386725,295746.588431194,207791.378978912,257859.085739035,242850.829753133,189834.099314068,262375.808436337,227391.979952635,290243.795428124,337997.467175811,283929.483822517,278169.295407138,228848.747239808,318072.361184265,249690.756083821,303786.342835065,273586.976335834,223146.035202247,300706.376695659,260320.686391693,331980.222900476,1,
0,High,Master Protein,P23381,"Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=2",0,0,5.315,3,1,1,1,471,53.1,6.23,56,1,0,0,204872.053907827,173519.9199422,203278.935234361,167305.553649616,158195.698629608,167521.850422272,165221.450367183,162979.61819649,153895.153744927,157355.902107428,166548.514945319,184776.8682375,213984.594393856,173519.9199422,211463.951296003,187868.019948039,170137.818526419,201301.21710556,194649.027088184,183606.953256339,180900.552214308,180344.077666301,190666.459464021,211347.380617919,1,
0,High,Master Protein,P47755,F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3,0,0,5.229,10,3,4,1,286,32.9,5.85,32,3,0,2,666697.025726646,697771.497369314,625201.07306253,735128.62371093,644451.485158616,740901.958938274,709001.799478206,581794.732638275,717473.298207671,617780.06763515,646330.185239056,671349.661846873,696351.161188099,697771.497369314,650374.76269679,825478.628360028,693100.828788756,890298.583224935,835282.042165244,655428.939289295,843374.938628091,708031.761161551,739925.46919266,767888.285278699,1,
0,High,None,P01861,Immunoglobulin heavy constant gamma 4 OS=Homo sapiens OX=9606 GN=IGHG4 PE=1 SV=1,0,0,5.192,8,2,3,2,327,35.9,7.36,26,2,0,0,826588.234048351,804489.807064549,843315.341145948,829117.894275001,878082.647594247,1019741.34780871,1256693.62524169,1093272.4774125,830351.7745875,1009963.9221375,1132688.9074875,1064648.6107125,863354.198973119,804489.807064549,877271.390769834,931019.525072952,944368.699286658,1225363.58050798,1480523.20662719,1231641.29894275,976061.239744925,1157509.88412102,1296713.95590479,1217742.76888046,1,
0,High,None,O14983,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 OS=Homo sapiens OX=9606 GN=ATP2A1 PE=1 SV=1,0,0,5.159,3,2,2,2,1001,110.2,5.16,16,2,0,0,338216.631225017,342381.640057635,325663.655882832,256199.341703855,282124.115212498,239152.3134,252862.314993738,257787.558600001,254560.504274999,282178.84509375,237892.852209374,280319.602921874,353260.228857288,342381.640057635,338776.486540966,287687.180658064,303421.53378225,287375.358137938,297899.597730278,290414.155743526,299230.577927267,323402.445499834,272342.193369007,320628.953063777,1,
0,High,Master Protein,Q16762,Thiosulfate sulfurtransferase OS=Homo sapiens OX=9606 GN=TST PE=1 SV=4,0,0,5.088,6,1,1,1,297,33.4,7.25,41,1,0,0,184021.235945503,183359.11893105,192817.933423237,163991.575223435,175224.538467769,171486.85604531,157678.437584762,163086.972365623,178335.991968747,166963.841756248,183892.83809531,179559.271546875,192206.349194755,183359.11893105,200581.737775234,184146.741416061,188452.157583664,206065.732634346,185762.529020595,183727.894587113,209630.249177981,191355.644382477,210522.419680144,205379.504854016,1,
0,High,Master Protein,Q86YW5,Trem-like transcript 1 protein OS=Homo sapiens OX=9606 GN=TREML1 PE=1 SV=2,0,0,5.075,13,1,1,1,311,32.7,6.05,41,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,Master Protein,O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase OS=Homo sapiens OX=9606 GN=PDE5A PE=1 SV=2",0,0,5.015,2,1,1,1,875,99.9,6.09,41,1,0,0,14972.0007937501,16326.9902171292,12017.315352539,14083.7818517056,14063.4221513671,15829.5263285156,9353.8110123047,15240.8249361327,11182.4901310547,18903.8558220702,16886.310600586,17411.6624859375,15637.9430771777,16326.9902171292,12501.1919483356,15814.7303071678,15125.0633650408,19021.4166576031,11019.8173969878,17169.7630820492,13144.7845537211,21665.5263444807,19331.6227207464,19915.421739242,1,
0,High,Master Protein,P40939,"Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2",0,0,4.986,2,1,1,1,763,82.9,9.04,48,1,0,0,133140.369839934,128134.181070255,134524.877698053,118700.010741209,119514.290027347,120815.121410154,123236.46493125,102032.93866992,102794.378510741,121322.747970701,117261.735486326,121267.507298438,139062.344005513,128134.181070255,139941.51510507,133288.677508364,128536.368334485,145176.470551848,145186.099912239,114946.624665601,120832.65382054,139046.828175404,134242.445470768,138705.51149642,1,
0,High,Master Protein,O15145,Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=3,0,0,4.91,19,2,2,2,178,20.5,8.59,27,2,0,0,408050.621756251,498069.339413379,466671.566715232,602013.575725349,511311.082572125,527596.276298434,470012.299272655,444056.337398435,585021.030928121,446281.485065623,491430.901283058,508858.287764061,426200.377860984,498069.339413379,485462.073782145,676003.252648871,549909.718979685,633981.610706446,553726.144938103,500257.836446761,687680.053442679,511478.894187014,562595.16963941,582031.004478444,1,
0,High,Master Protein,P04632,Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1,0,0,4.883,9,1,1,1,268,28.3,5.2,26,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,Master Protein,P14868,"Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2",0,0,4.881,2,1,2,1,501,57.1,6.55,17,1,0,0,394378.919505108,404570.941213585,420459.150175184,380527.005375001,347799.001436138,421002.769687499,344794.25844317,398022.499875001,354508.5588,372425.527031249,410710.670421091,445467.991649999,411920.569536319,404570.941213585,437388.916623835,427295.170286313,374054.186697945,505894.423499266,406205.530833938,448397.777208034,416717.437105991,426833.294921364,470185.815940744,509525.321445214,1,
0,High,Master Protein,Q9Y6C2,EMILIN-1 OS=Homo sapiens OX=9606 GN=EMILIN1 PE=1 SV=3,0,0,4.874,2,2,2,2,1016,106.6,5.17,39,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,Master Protein,P06748,Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2,0,0,4.849,7,1,1,1,294,32.6,4.78,48,1,0,0,132325.419438865,129506.557795311,146208.8001,122098.931753905,122096.978617967,123064.487648436,111828.768046875,113057.817468749,141210.197572741,119202.264070311,105245.592503906,119123.316210938,138211.14528076,129506.557795311,152095.890052494,137105.33838235,131314.022888608,147879.402499776,131746.579226966,127366.855051912,165989.650080469,136616.562083695,120486.240922059,136252.990386987,1,
0,High,Master Protein,P58546,Myotrophin OS=Homo sapiens OX=9606 GN=MTPN PE=1 SV=2,0,0,4.811,23,1,1,1,118,12.9,5.52,20,1,0,0,138438.374720504,182628.568601655,138028.935,141616.114238671,136956.472866213,156152.564957811,145793.06259375,145001.22982131,149112.900144139,143261.750169139,147832.961087108,138884.5755,144595.999786478,182628.568601655,143586.663097325,159021.254192631,147295.253463795,187639.411222641,171760.251026804,163353.150047361,175279.11257726,164190.906429903,169240.700175655,158855.875847123,1,
0,High,None,Q58FF6,Putative heat shock protein HSP 90-beta 4 OS=Homo sapiens OX=9606 GN=HSP90AB4P PE=5 SV=1,0,0,4.799,3,1,1,1,505,58.2,4.73,37,1,0,0,447169.942518721,490806.414604645,430424.764429716,403860.275600613,402056.086523463,329292.2061,385973.843062524,399128.711669956,322677.828618749,403171.867725,324733.101412499,353506.920524999,467059.693842102,490806.414604645,447755.795833063,453496.185019983,432407.113966677,395691.199113522,454719.607330902,449643.995474929,379301.075855806,462071.378652363,371757.80725166,404340.448000419,1,
0,High,None,Q58FF7,Putative heat shock protein HSP 90-beta-3 OS=Homo sapiens OX=9606 GN=HSP90AB3P PE=5 SV=1,0,0,4.799,3,1,1,1,597,68.3,4.79,37,1,0,0,447169.942518721,490806.414604645,430424.764429716,403860.275600613,402056.086523463,329292.2061,385973.843062524,399128.711669956,322677.828618749,403171.867725,324733.101412499,353506.920524999,467059.693842102,490806.414604645,447755.795833063,453496.185019983,432407.113966677,395691.199113522,454719.607330902,449643.995474929,379301.075855806,462071.378652363,371757.80725166,404340.448000419,1,
0,High,Master Protein,P22626,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2,0,0,4.785,4,2,2,2,353,37.4,8.95,34,2,0,0,304797.838456949,307021.75796984,305382.467156255,268445.210343749,267184.115116144,333335.248228124,300812.610759378,310653.57675,226245.64359375,286577.81521875,327302.031065624,346909.986843749,318354.995668066,307021.75796984,317678.676774512,301438.111477365,287353.720009833,400549.486549752,354390.316088155,349971.10299084,265947.048144394,328444.062619052,374698.74444185,396794.889582089,1,
0,High,Master Protein,O60234,Glia maturation factor gamma OS=Homo sapiens OX=9606 GN=GMFG PE=1 SV=1,0,0,4.738,13,1,2,1,142,16.8,5.26,13,1,0,0,225125.147348414,250518.97450723,224790.131104685,227112.625575006,198625.171139349,236763.037429108,230531.7829775,211009.805969536,211280.934227349,218131.06671856,227745.585574811,223188.624812948,235138.528776017,250518.97450723,233841.294381732,255025.600413324,213619.293159217,284504.304841133,271591.776792606,237716.0286053,248356.343549526,249997.906089779,260725.497758813,255282.664371723,1,
0,High,None,Q71UI9,Histone H2A.V OS=Homo sapiens OX=9606 GN=H2AZ2 PE=1 SV=3,0,0,4.735,7,1,2,0,128,13.5,10.58,50,1,0,0,917995.264834627,860576.601930798,1104540.03974531,917382.708618755,827069.053397169,920914.919976561,1186105.31474531,924507.609196879,685063.018664063,859764.915588511,793042.54321875,924612.951074996,958826.939322313,860576.601930798,1149014.28866647,1030132.4088961,889504.112530705,1106609.63793476,1397362.41890027,1041516.89189928,805277.329157059,985368.255242183,907883.291361115,1057570.28549662,2,
0,High,None,P0C0S5,Histone H2A.Z OS=Homo sapiens OX=9606 GN=H2AZ1 PE=1 SV=2,0,0,4.735,7,1,2,0,128,13.5,10.58,50,1,0,0,917995.264834627,860576.601930798,1104540.03974531,917382.708618755,827069.053397169,920914.919976561,1186105.31474531,924507.609196879,685063.018664063,859764.915588511,793042.54321875,924612.951074996,958826.939322313,860576.601930798,1149014.28866647,1030132.4088961,889504.112530705,1106609.63793476,1397362.41890027,1041516.89189928,805277.329157059,985368.255242183,907883.291361115,1057570.28549662,2,
0,High,None,P16104,Histone H2AX OS=Homo sapiens OX=9606 GN=H2AX PE=1 SV=2,0,0,4.735,6,1,2,0,143,15.1,10.74,50,1,0,0,917995.264834627,860576.601930798,1104540.03974531,917382.708618755,827069.053397169,920914.919976561,1186105.31474531,924507.609196879,685063.018664063,859764.915588511,793042.54321875,924612.951074996,958826.939322313,860576.601930798,1149014.28866647,1030132.4088961,889504.112530705,1106609.63793476,1397362.41890027,1041516.89189928,805277.329157059,985368.255242183,907883.291361115,1057570.28549662,2,
0,High,Master Protein,P30740,Leukocyte elastase inhibitor OS=Homo sapiens OX=9606 GN=SERPINB1 PE=1 SV=1,0,0,4.719,4,1,1,1,379,42.7,6.28,44,1,0,0,393762.543577798,342896.660548584,444465.928435515,297857.219472656,352313.53895976,258942.12764063,284381.507050795,305621.936043911,243818.727023442,277938.594269534,227404.304402348,252254.33206875,411276.777714624,342896.660548584,462362.326598478,334464.964425197,378909.524564767,311155.621326829,335032.670069718,344302.638245685,286603.842196585,318542.735036321,260334.79554897,288527.957210139,1,
0,High,Master Protein,P16109,P-selectin OS=Homo sapiens OX=9606 GN=SELP PE=1 SV=3,0,0,4.708,2,1,1,1,830,90.8,6.6,34,1,0,0,158687.092508934,217056.823095939,169993.74995625,190033.748978907,209665.730432797,226361.706785159,155661.9615375,178750.065114844,230902.701510941,212601.116707034,185217.542451563,199277.001000001,165745.363891073,217056.823095939,176838.539713568,213389.593860933,225493.29915161,272005.63369545,183386.898617438,201373.369340826,271421.322859438,243660.083859962,212038.954904288,227932.60098234,1,
0,High,None,P07205,Phosphoglycerate kinase 2 OS=Homo sapiens OX=9606 GN=PGK2 PE=1 SV=3,0,0,4.702,4,1,1,1,417,44.8,8.54,36,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,Master Protein,P16615,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1,0,0,4.665,3,2,2,2,1042,114.7,5.34,0,2,0,0,388691.059607859,409758.347857079,368338.616726441,358845.452431639,332309.61028743,394041.662125284,347733.072022003,346806.909345701,369708.406985155,367072.690037107,340957.36440029,359250.159262501,405979.71830812,409758.347857079,383169.752527861,402948.874948153,357395.508597513,473496.836240605,409667.776218191,390700.142127236,434584.542491425,420698.460207966,390331.511029871,410909.551996024,1,
0,High,Master Protein,P08133,Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3,0,0,4.649,2,1,1,1,673,75.8,5.6,38,1,0,0,234421.793634936,234905.674758666,293092.14161132,180879.670176559,182686.408897252,203111.535992574,212087.935543928,209009.786107027,202204.112898043,206589.991188278,182739.326777806,214444.729125001,244848.682244481,234905.674758666,304893.48189217,203110.445192342,196477.321150036,244067.262273084,249862.897456847,235462.878441672,237686.728874437,236770.791034604,209201.868014269,245281.415472599,1,
0,High,Master Protein,P05386,60S acidic ribosomal protein P1 OS=Homo sapiens OX=9606 GN=RPLP1 PE=1 SV=1,0,0,4.625,14,1,1,1,114,11.5,4.32,54,1,0,0,151000.635495702,137375.033251757,158169.380273437,131554.55668372,110766.663691404,134672.442712499,140595.0046875,127773.239704685,125013.558501561,135293.370983202,123909.686020311,138860.87655,157717.019590674,137375.033251757,164538.062382606,147723.094303686,119128.387744784,161828.003691873,165636.367524081,143944.718422308,146950.837741721,155058.424104567,141853.087879816,158828.769039579,1,
0,High,Master Protein,P49755,Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens OX=9606 GN=TMED10 PE=1 SV=2,0,0,4.594,8,1,1,1,219,25,7.44,26,1,0,0,145052.738034962,152802.03438457,144343.931428125,144140.453776174,145052.738034962,130501.517353715,134094.658190625,143126.940093408,125955.205212894,129830.749988676,114104.98176387,139205.359528126,151504.564541995,152802.03438457,150155.932537722,161855.84431975,156002.70193398,156816.046451291,157978.244934424,161241.642913721,148057.723864681,148797.767010016,130628.561216932,159222.78792186,1,
0,High,Master Protein,P18054,Polyunsaturated fatty acid lipoxygenase ALOX12 OS=Homo sapiens OX=9606 GN=ALOX12 PE=1 SV=4,0,0,4.559,3,2,2,2,663,75.6,6.21,29,2,0,0,650261.812464366,686350.940697457,628652.290196785,573675.366721875,588750.209121688,594703.825649999,661078.098881825,492482.4543375,618044.007487499,559603.31893125,561133.709812499,607132.656692794,679184.92315503,686350.940697457,653964.94291467,644182.173801089,633194.689265648,714620.830768723,778822.655839679,554812.951298591,726497.875511677,641355.952080896,642391.664500805,694437.014240826,1,
0,High,Master Protein,Q9NYL9,Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1,0,0,4.552,4,1,1,1,352,39.6,5.19,30,1,0,0,352714.466874983,365785.384929001,378280.468158399,300243.359625,287142.854876349,277643.6507625,313192.775285144,307898.54101875,247647.158859376,335755.11255,235640.023884376,274663.212553126,368402.916315004,365785.384929001,393511.912105664,337144.369955739,308819.13577495,333628.148681742,368975.510533407,346867.379210377,291104.084188501,384805.687512352,269763.132242892,314159.186043747,1,
0,High,Master Protein,O14791,Apolipoprotein L1 OS=Homo sapiens OX=9606 GN=APOL1 PE=1 SV=5,0,0,4.493,4,1,1,1,398,43.9,5.81,25,1,0,0,83124.9079643574,72527.3101362309,79716.7193056203,61634.4238125002,77731.4876411144,93093.6609667971,71262.0407812499,70622.7772851565,73404.8866933596,83035.2654140627,80538.5005605471,90740.3319281251,86822.2355147679,72527.3101362309,82926.5089827733,69209.5206029002,83599.4015806777,111865.211673529,83954.5160483828,79561.0709567104,86285.917489427,95165.9146833415,92201.3069733001,103788.594602437,1,
