Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Hepatitis C	21/157	7.434345645414475E-4	0.0018866994831219926	0	0	2.3508970227502286	16.936402402060633	YWHAE;MAP2K2;YWHAB;EGF;STAT2;EIF2S1;YWHAZ;NFKB1;PPP2CB;YWHAQ;PPP2R1A;CASP3;MAPK1;BAX;GRB2;EIF3E;KRAS;BID;YWHAG;YWHAH;MAPK3
MAPK signaling pathway	33/294	7.545581280538225E-4	0.0018989712889354534	0	0	1.93100600814374	13.88273257800176	HSPB1;ARRB1;RASGRP2;STK4;CRKL;RAP1B;CDC42;PPP3CA;CASP3;RAC2;FLNA;MAPK1;FLNB;CD14;RAC1;PRKACA;PAK2;MAPK3;HSPA8;DUSP3;MAP2K2;TGFB1;PRKCB;EGF;PRKCA;MAPK14;NFKB1;PPM1A;TAOK1;RASA1;GRB2;KRAS;HSPA1A
Long-term potentiation	12/67	7.884950165140208E-4	0.0019679792974151592	0	0	3.311865407319953	23.664551654127933	RAP1B;PPP3CA;MAP2K2;PRKCB;GNAQ;MAPK1;PRKCA;KRAS;PRKACA;CALM1;MAPK3;PPP1CA
Colorectal cancer	14/86	8.109231844835143E-4	0.002007367227164109	0	0	2.953658536585366	21.022183853474328	MAP2K2;RALB;TGFB1;EGF;RHOA;CASP3;RAC2;MAPK1;BAX;GRB2;KRAS;RAC1;APPL1;MAPK3
Autophagy	19/137	8.366472266870352E-4	0.0020542070118657286	0	0	2.4498235904531303	17.359714664929037	SH3GLB1;ATG3;RAB1A;PRKAA1;MAP2K2;PRKCD;HMGB1;EIF2S1;VAMP8;PPP2CB;RHEB;MAPK1;KRAS;PRKACA;CTSD;SNAP29;RAB8A;RAB7A;MAPK3
Chemical carcinogenesis	28/239	9.53711264744948E-4	0.0023227484028465668	0	0	2.023805811923173	14.075872162685066	HSP90AB1;SRC;GSTP1;ARRB1;ADCY6;GNAI2;HSP90B1;SULT1A1;MAPK1;PRKACA;KPNA3;SULT1A3;MAPK3;GSTK1;STAT5B;CBR1;HSP90AA1;MAP2K2;PRKCB;GSTO1;EGF;PTGES3;AIP;PRKCA;NFKB1;GRB2;KRAS;KPNB1
Synaptic vesicle cycle	13/78	9.81894306969226E-4	0.00237225664563765	0	0	3.0367181153533713	21.03239131147245	NSF;ATP6V1A;NAPA;CLTC;CLTB;CLTA;AP2A1;DNM2;ATP6V1B2;ATP6V1H;ATP6V1E1;ATP6V1C1;ATP6V0A1
AMPK signaling pathway	17/120	0.001209916438656566	0.0028999584482085946	0	0	2.509087600193067	16.854053215991264	RAB2A;CPT1A;PRKAA1;EEF2;CPT1B;RAB11B;RAB10;PPP2CB;PFKL;RAB14;PPP2R1A;RHEB;FASN;CD36;RAB8A;PFKP;PCK2
RNA transport	23/186	0.0012764711117108532	0.003035387997926596	0	0	2.148691357280314	14.318139952802726	CYFIP1;EIF4A1;UPF1;EIF1AX;SUMO4;EIF2S1;EEF1A1;FXR1;DDX19B;XPO1;EIF3I;STRAP;EIF3E;PABPC1;EIF3F;EIF3D;KPNB1;EIF4G2;EIF4B;EIF3A;RAN;EIF4G1;EIF3B
Dopaminergic synapse	18/132	0.0013779888899422353	0.003251192537207461	0	0	2.400875761998798	15.814881163581548	MAOB;PRKCB;PRKCA;ARRB1;COMT;MAPK14;GNAI2;PPP1CA;PPP3CA;PPP2CB;PPP2R1A;KIF5B;GNAQ;GNB2;GNB1;GNB4;PRKACA;CALM1
Chagas disease	15/102	0.0015697229021680035	0.0036748551663157913	0	0	2.6190342582980275	16.910727511792057	C1QA;TGFB1;SERPINE1;MAPK14;KNG1;NFKB1;GNAI2;C3;PPP2CB;PPP2R1A;GNAQ;CCL5;MAPK1;CALR;MAPK3
Serotonergic synapse	16/113	0.0016724444886044617	0.003857662230125706	0	0	2.506329964068639	16.024142821729654	APP;MAOB;PRKCB;PRKCA;ALOX12;GNAI2;PTGS1;GNAQ;GNB2;CASP3;GNB1;GNB4;MAPK1;KRAS;PRKACA;MAPK3
African trypanosomiasis	8/37	0.0016733567951869783	0.003857662230125706	0	0	4.179667447829483	26.720294721786885	PRKCB;GNAQ;HBB;APOA1;PRKCA;HBA1;APOL1;KNG1
Systemic lupus erythematosus	18/135	0.001782523278531996	0.004078197197853507	0	0	2.338938386246706	14.80483758680391	H2AX;H2AW;C1QA;H2AZ2;CD40;H4C9;ACTN1;ACTN4;MACROH2A1;C4B;C3;H2BC12;H2BC13;FCGR3A;FCGR2A;H2AC20;ELANE;H3-3A
Apelin signaling pathway	18/137	0.002104429787680248	0.004742819372234589	0	0	2.2993817429092354	14.172723928622897	PRKAA1;MAP2K2;SERPINE1;RPS6;ADCY6;MYLK;GNAI2;GNA13;GNAQ;GNB2;GNB1;GNB4;TFAM;MAPK1;KRAS;PRKACA;CALM1;MAPK3
Estrogen signaling pathway	18/137	0.002104429787680248	0.004742819372234589	0	0	2.2993817429092354	14.172723928622897	HSPA8;HSP90AA1;MAP2K2;HSP90AB1;SRC;PRKCD;ADCY6;HSP90B1;GNAI2;GNAQ;MAPK1;GRB2;KRAS;PRKACA;CALM1;CTSD;MAPK3;HSPA1A
Synthesis and degradation of ketone bodies	4/10	0.0023096910848255997	0.005166864500869119	0	0	10.080645161290322	61.19598279136845	HMGCL;OXCT1;ACAT2;ACAT1
Influenza A	21/172	0.0023721111639452125	0.005267482143466575	0	0	2.115658488246793	12.78698687160379	MAP2K2;PRKCB;STAT2;PRKCA;PLG;EIF2S1;NFKB1;RAB11B;XPO1;HNRNPUL1;CASP3;CCL5;CASP1;TRIM25;MAPK1;BAX;VDAC1;PRSS3;SLC25A5;BID;MAPK3
Chronic myeloid leukemia	12/76	0.002439236034354769	0.005338038278080727	0	0	2.8447646103896105	17.114304137314104	STAT5B;MAP2K2;TGFB1;HDAC1;MAPK1;BAX;PTPN11;GRB2;KRAS;NFKB1;CRKL;MAPK3
Gastric acid secretion	12/76	0.002439236034354769	0.005338038278080727	0	0	2.8447646103896105	17.114304137314104	CA2;PRKCB;GNAQ;ATP1B3;PRKCA;ATP1A1;PRKACA;EZR;CALM1;ADCY6;MYLK;GNAI2
Adrenergic signaling in cardiomyocytes	19/150	0.0024609882104139297	0.005346895248525228	0	0	2.2051721451939557	13.24689312670839	TPM4;TPM3;TPM1;ATP2A3;ATP2A2;ATP1B3;PRKCA;ATP1A1;MAPK14;ADCY6;GNAI2;PPP1CA;PPP2CB;PPP2R1A;GNAQ;MAPK1;PRKACA;CALM1;MAPK3
Relaxin signaling pathway	17/129	0.00267127127916099	0.005762313759332993	0	0	2.3063511468156945	13.665593626448644	MAP2K2;TGFB1;SRC;PRKCA;ARRB1;MAPK14;NFKB1;ADCY6;GNAI2;GNB2;GNB1;GNB4;MAPK1;GRB2;KRAS;PRKACA;MAPK3
Alcoholism	22/186	0.0028245514131329235	0.006049748416781156	0	0	2.0409564488443577	11.979201452676653	H2AX;H2AW;H2AZ2;H4C9;MAOB;HDAC1;MACROH2A1;GNAI2;PPP1CA;H2BC12;H2BC13;GNB2;H2AC20;GNB1;GNB4;MAPK1;GRB2;KRAS;PRKACA;CALM1;H3-3A;MAPK3
Growth hormone synthesis, secretion and action	16/119	0.0028655717745016407	0.0060943850415457424	0	0	2.3595711710572087	13.81525942043534	STAT5B;MAP2K2;PRKCB;PRKCA;MAPK14;PTK2;ADCY6;CRKL;GNAI2;GNAQ;PLCG2;MAPK1;GRB2;KRAS;PRKACA;MAPK3
Hematopoietic cell lineage	14/99	0.0032091478971930315	0.006777361293372697	0	0	2.500181731229077	14.355418029420667	ITGAM;GP1BB;ITGB3;ITGA2;ITGA2B;GP1BA;GP5;GP9;ANPEP;CD9;ITGA6;CD14;CD36;CD44
Bladder cancer	8/41	0.0033219157452612923	0.006938619245965138	0	0	3.672256546042954	20.958352615250828	MAP2K2;SRC;EGF;MAPK1;KRAS;THBS1;TYMP;MAPK3
PD-L1 expression and PD-1 checkpoint pathway in cancer	13/89	0.00333145626047995	0.006938619245965138	0	0	2.5956646286715976	14.806568506290617	MAP2K2;CSNK2A1;EGF;PTPN11;MAPK14;NFKB1;EML4;PPP3CA;CSNK2B;MAPK1;KRAS;PTPN6;MAPK3
Malaria	9/50	0.0033548494093376974	0.0069394830247944145	0	0	3.326454033771107	18.95196755037764	SELP;CD40;TGFB1;ITGB2;PECAM1;HBB;CD36;HBA1;THBS1
SNARE interactions in vesicular transport	7/33	0.003625749650795234	0.007448819010477284	0	0	4.076549965798147	22.908964247057487	VAMP8;SNAP23;STX7;STX4;SEC22B;SNAP29;STX11
Longevity regulating pathway	14/102	0.004226493063046829	0.008624330439460419	0	0	2.414560236511456	13.198910287821906	HSPA8;PRKAA1;HDAC1;SOD2;NFKB1;ADCY6;SOD1;RHEB;CAT;BAX;KRAS;PRKACA;APPL1;HSPA1A
NOD-like receptor signaling pathway	21/181	0.00435971338241176	0.008836466050257391	0	0	1.9956868356500408	10.847254370150512	YWHAE;HSP90AA1;HSP90AB1;STAT2;PRKCD;CYBB;CYBA;TXN;MAPK14;NFKB1;RHOA;STING1;CCL5;VDAC3;CASP1;VDAC2;MAPK1;VDAC1;DNM1L;MCU;MAPK3
Cell adhesion molecules	18/148	0.004872787392227733	0.009810545283018501	0	0	2.1035763583887563	11.199628057106775	ITGB1;CD40;ITGAM;ITGB2;ICAM2;HLA-B;HLA-C;HLA-A;F11R;VSIR;HLA-E;SELP;PTPRC;PECAM1;CD226;ESAM;ITGAV;ITGA6
Lysine degradation	10/63	0.00523783378807587	0.01047566757615174	0	0	2.8596984801688023	15.01869964278396	HADHA;ALDH2;DLST;HADH;COLGALT1;DLD;AASS;ACAT2;ALDH9A1;ACAT1
Collecting duct acid secretion	6/27	0.005469241846047964	0.010866519983595297	0	0	4.323794138010617	22.520980190341405	ATP6V1A;CA2;ATP6V1B2;ATP6V1E1;ATP6V1C1;ATP6V0A1
Oocyte meiosis	16/129	0.006364988582885012	0.012563572235498522	0	0	2.1496065261883484	10.870437332947521	YWHAE;YWHAB;MAPK14;YWHAZ;ADCY6;PPP1CA;PPP3CA;PPP2CB;YWHAQ;PPP2R1A;MAPK1;PRKACA;CALM1;YWHAG;YWHAH;MAPK3
Glioma	11/75	0.006451450158696982	0.01265154511640577	0	0	2.6055859691808596	13.141143449041568	MAP2K2;PRKCB;EGF;PLCG2;MAPK1;BAX;PRKCA;GRB2;KRAS;CALM1;MAPK3
Butanoate metabolism	6/28	0.00660115776537205	0.012861610613821673	0	0	4.127037744162139	20.71983519904936	HMGCL;HADHA;OXCT1;HADH;ACAT2;ACAT1
Non-homologous end-joining	4/13	0.0067670556274915345	0.013100325637836176	0	0	6.719354838709678	33.56780840784279	FEN1;XRCC6;PRKDC;XRCC5
Circadian entrainment	13/97	0.006995789112441699	0.013293610435542344	0	0	2.3474527097597773	11.64910934333325	PRKCB;PRKCA;ADCY6;GNAI2;GNAQ;GNB2;GNB1;GNB4;MAPK1;PRKACA;CALM1;PRKG1;MAPK3
Aldosterone-regulated sodium reabsorption	7/37	0.007037855256817946	0.013293610435542344	0	0	3.5322554567502022	17.50745393873859	PRKCB;MAPK1;ATP1B3;PRKCA;KRAS;ATP1A1;MAPK3
Drug metabolism	14/108	0.007042972416181375	0.013293610435542344	0	0	2.2597128524476733	11.198515429854876	CDA;GSTK1;DUT;MAOB;GSTO1;GSTP1;NME2;MPO;ADH5;TYMP;IMPDH2;CMPK1;HPRT1;CES1
Insulin resistance	14/108	0.007042972416181375	0.013293610435542344	0	0	2.2597128524476733	11.198515429854876	PYGB;PTPN1;CPT1A;PRKAA1;PRKCB;PRKCD;PTPN11;PYGL;CPT1B;NFKB1;PPP1CA;CD36;SLC27A4;PCK2
Pancreatic cancer	11/76	0.0071304414882289655	0.013375113847485388	0	0	2.56536277996132	12.681568514872877	CDC42;RALB;TGFB1;EGF;RAC2;MAPK1;BAX;KRAS;RAC1;NFKB1;MAPK3
Pyrimidine metabolism	9/56	0.007272708564747591	0.013557765349097362	0	0	2.900870014643811	14.282800446572192	CDA;DTYMK;DUT;PNP;CAD;NME2;CMPK1;CTPS2;TYMP
mTOR signaling pathway	18/154	0.007345474176530822	0.013609406143020296	0	0	2.010123788503982	9.877086792527596	ATP6V1A;PRKAA1;MAP2K2;PRKCB;RPS6;PRKCA;RHOA;RHEB;ATP6V1B2;ATP6V1H;MAPK1;GRB2;KRAS;LAMTOR1;ATP6V1E1;ATP6V1C1;EIF4B;MAPK3
Choline metabolism in cancer	13/98	0.007619394464358128	0.013945800777188816	0	0	2.319711377646103	11.313367811351807	MAP2K2;PRKCB;EGF;WAS;PRKCA;RHEB;RAC2;MAPK1;GRB2;KRAS;RAC1;WASF2;MAPK3
Inflammatory mediator regulation of TRP channels	13/98	0.007619394464358128	0.013945800777188816	0	0	2.319711377646103	11.313367811351807	PRKCB;SRC;PRKCD;PRKCA;ALOX12;MAPK14;KNG1;ADCY6;PPP1CA;GNAQ;PLCG2;PRKACA;CALM1
Arrhythmogenic right ventricular cardiomyopathy	11/77	0.007863924510846302	0.014306657845033634	0	0	2.5263584752635846	12.24139292662856	ITGB1;ITGB5;ACTN3;ITGB3;ITGA2;ITGA2B;ATP2A3;ATP2A2;ITGAV;ITGA6;EMD
Acute myeloid leukemia	10/67	0.008128214498526107	0.014698926817693919	0	0	2.658449202422588	12.793558155826021	STAT5B;ITGAM;MAP2K2;MAPK1;GRB2;KRAS;CD14;MPO;NFKB1;MAPK3
beta-Alanine metabolism	6/30	0.009358762088426493	0.016823488992290483	0	0	3.782714054927302	17.670730266255497	HADHA;ALDH6A1;ALDH2;ACOX1;CNDP2;ALDH9A1
Glutamatergic synapse	14/114	0.011184457794171605	0.019986427537513757	0	0	2.1234471544715445	9.541136800553545	PRKCB;PRKCA;ADCY6;GLS;GNAI2;PPP3CA;GRK2;GNAQ;GNB2;GNB1;GNB4;MAPK1;PRKACA;MAPK3
Staphylococcus aureus infection	12/95	0.014647538020298684	0.02602092048311884	0	0	2.1913237365044593	9.25501857242855	C4B;C3;SELP;C1QA;FCGR3A;ITGAM;FCGR2A;CFH;ITGB2;FGG;PLG;CFB
cAMP signaling pathway	22/216	0.015737030049788443	0.027792883479743333	0	0	1.7225606155195978	7.151621642665366	MAP2K2;PPP1R12A;ROCK1;ROCK2;ATP2A3;ATP2A2;ATP1B3;ATP1A1;RHOA;ADCY6;NFKB1;GNAI2;PPP1CA;RAP1B;ACOX1;RAC2;MAPK1;RAC1;PRKACA;CALM1;MYL9;MAPK3
Fat digestion and absorption	7/43	0.015955004796826242	0.028014020050241426	0	0	2.942603071948262	12.176440659435203	APOA1;CD36;AGPAT1;APOB;ACAT2;ACAT1;SLC27A4
Toxoplasmosis	13/112	0.021789269223068033	0.03803675899055807	0	0	1.9901779779927626	7.615092962918606	ITGB1;HSPA8;CD40;TGFB1;MAPK14;NFKB1;GNAI2;CASP3;PPIF;MAPK1;ITGA6;MAPK3;HSPA1A
GABAergic synapse	11/89	0.021958388262299264	0.03811168537479528	0	0	2.136315428286231	8.157747038993483	NSF;PRKCB;SRC;GNB2;GNB1;GNB4;PRKCA;PRKACA;ADCY6;GLS;GNAI2
Cholinergic synapse	13/113	0.02327157858766909	0.04016009561986323	0	0	1.9701705930138098	7.40887077703891	PRKCB;PRKCA;ADCY6;GNAI2;GNAQ;GNB2;GNB1;GNB4;MAPK1;FYN;KRAS;PRKACA;MAPK3
Biosynthesis of unsaturated fatty acids	5/27	0.023716081103901613	0.040464725951289755	0	0	3.4364223347274194	12.857724451409602	SCP2;ACOX1;HSD17B4;HSD17B12;ACAA1
Fatty acid elongation	5/27	0.023716081103901613	0.040464725951289755	0	0	3.4364223347274194	12.857724451409602	HADHB;HADHA;ACAA2;HSD17B12;HADH
Thyroid cancer	6/37	0.025360670096928266	0.043027653759956944	0	0	2.927458439731096	10.757109173458485	MAP2K2;TPM3;MAPK1;BAX;KRAS;MAPK3
Endometrial cancer	8/58	0.026377552350504558	0.044502909552247914	0	0	2.4214886731391587	8.80269713409044	MAP2K2;EGF;ILK;MAPK1;BAX;GRB2;KRAS;MAPK3
Adipocytokine signaling pathway	9/69	0.02662142096063759	0.04466482850062529	0	0	2.270769230769231	8.233897990601186	CPT1A;PRKAA1;ACSL1;ACSL5;PTPN11;CD36;CPT1B;NFKB1;PCK2
Prolactin signaling pathway	9/70	0.028926056248102475	0.048263364568657166	0	0	2.233424039291166	7.913049266185258	STAT5B;MAP2K2;SRC;MAPK1;GRB2;KRAS;MAPK14;NFKB1;MAPK3
Salivary secretion	11/93	0.029344044718839085	0.048691766511480244	0	0	2.031669732755722	7.169083216318539	BST1;PRKCB;GNAQ;ATP1B3;PRKCA;ATP1A1;PRKACA;LYZ;CALM1;PRKG1;ADCY6
IL-17 signaling pathway	11/94	0.031438717819556816	0.05188247421588065	0	0	2.007084298263614	6.943939841780432	HSP90AA1;HSP90AB1;CASP3;SRSF1;MAPK1;MAPK14;S100A9;S100A8;NFKB1;HSP90B1;MAPK3
Parathyroid hormone synthesis, secretion and action	12/106	0.03182422800252011	0.052233243786744966	0	0	1.933752417794971	6.666664430492593	GNA13;SLC9A3R1;PRKCB;GNAQ;MAPK1;PRKCA;ARRB1;PRKACA;RHOA;ADCY6;GNAI2;MAPK3
Arginine and proline metabolism	7/50	0.034055827286789124	0.05503322216428267	0	0	2.462653456411799	8.323163170159678	ALDH4A1;ALDH2;MAOB;SMS;LAP3;CNDP2;ALDH9A1
D-Glutamine and D-glutamate metabolism	2/5	0.03407686273086377	0.05503322216428267	0	0	10.066022544283413	34.0144655710513	GLUD1;GLS
Neomycin, kanamycin and gentamicin biosynthesis	2/5	0.03407686273086377	0.05503322216428267	0	0	10.066022544283413	34.0144655710513	HK3;HK1
Glycine, serine and threonine metabolism	6/40	0.03580859469077699	0.05752231700326942	0	0	2.6687256485793025	8.88570175686849	GRHPR;MAOB;SHMT2;PGAM1;PHGDH;DLD
Prostate cancer	11/97	0.038356821207406334	0.061289735474268324	0	0	1.936758520530376	6.315426535085419	HSP90AA1;MAP2K2;HSP90AB1;EGF;GSTP1;MAPK1;GRB2;KRAS;NFKB1;HSP90B1;MAPK3
GnRH secretion	8/64	0.04410475551303512	0.06985562331240147	0	0	2.1613499768839572	6.745978893175359	MAP2K2;PRKCB;GNAQ;MAPK1;ARRB1;PRKCA;KRAS;MAPK3
Histidine metabolism	4/22	0.04441152210589762	0.06985562331240147	0	0	3.358064516129032	10.45787369712774	MAOB;ALDH2;CNDP2;ALDH9A1
Terpenoid backbone biosynthesis	4/22	0.04441152210589762	0.06985562331240147	0	0	3.358064516129032	10.45787369712774	PMVK;ACAT2;ACAT1;ZMPSTE24
Porphyrin and chlorophyll metabolism	6/43	0.04867719130729601	0.07616845479172743	0	0	2.451949526262935	7.411127068772338	ALAD;UROD;MMAB;CPOX;BLVRB;CP
Melanogenesis	11/101	0.04913914168733109	0.07649495252357727	0	0	1.8502838605028387	5.575089150540312	MAP2K2;PRKCB;GNAQ;MAPK1;PRKCA;KRAS;PRKACA;CALM1;ADCY6;GNAI2;MAPK3
Protein export	4/23	0.05120689493760056	0.07930503728797626	0	0	3.1811544991511034	9.454012898020588	SPCS2;HSPA5;SRPRA;SRPRB
Morphine addiction	10/91	0.05600738897794013	0.08629709934356082	0	0	1.8683594453448586	5.385119463039478	GRK2;PRKCB;GNB2;GNB1;GNB4;ARRB1;PRKCA;PRKACA;ADCY6;GNAI2
NF-kappa B signaling pathway	11/104	0.05845745943443778	0.08961498857462034	0	0	1.7903094995159983	5.083505011639863	LYN;CD40;CSNK2A1;SYK;PRKCB;CSNK2B;BTK;PLCG2;TRIM25;CD14;NFKB1
Small cell lung cancer	10/92	0.05950205195157763	0.09075565499685073	0	0	1.8454757481124244	5.2074610060296145	ITGB1;CASP3;ITGA2;ITGA2B;FN1;BAX;ITGAV;ITGA6;NFKB1;PTK2
Amphetamine addiction	8/69	0.06378465655169856	0.09647397083805968	0	0	1.983659610589421	5.459512504941533	PPP3CA;MAOB;PRKCB;HDAC1;PRKCA;PRKACA;CALM1;PPP1CA
Type II diabetes mellitus	6/46	0.06406302651696826	0.09647397083805968	0	0	2.2676898222940225	6.2313574029574825	HK3;PKM;PRKCD;MAPK1;HK1;MAPK3
FoxO signaling pathway	13/131	0.06420949714718542	0.09647397083805968	0	0	1.6680251690096242	4.579736823977624	PRKAA1;MAP2K2;TGFB1;EGF;STK4;MAPK14;SOD2;CAT;MAPK1;GRB2;KRAS;PCK2;MAPK3
Tyrosine metabolism	5/36	0.07026556633632555	0.10505050016618969	0	0	2.43757973391653	6.472928169281401	MAOB;MIF;COMT;FAH;ADH5
Alanine, aspartate and glutamate metabolism	5/37	0.07728196148482032	0.11497119393308244	0	0	2.3612792574656982	6.045570786687025	ALDH4A1;GLUD1;ADSL;CAD;GLS
Arachidonic acid metabolism	7/61	0.08339606407286167	0.12285664073172792	0	0	1.9598490972783615	4.8685672960156685	CBR1;GPX1;PTGES3;TBXAS1;ALOX12;LTA4H;PTGS1
Glycerolipid metabolism	7/61	0.08339606407286167	0.12285664073172792	0	0	1.9598490972783615	4.8685672960156685	TKFC;ALDH2;AKR1A1;AKR1B1;AGPAT1;MGLL;ALDH9A1
Spliceosome	14/150	0.08410874975030101	0.12292064150366504	0	0	1.5583452893352463	3.8579092213713833	HSPA8;DDX5;HNRNPA3;SRSF1;HNRNPU;PRPF19;HNRNPM;HNRNPK;PCBP1;SRSF3;HNRNPC;HNRNPA1;SRSF7;HSPA1A
Sulfur relay system	2/8	0.08428446782256108	0.12292064150366504	0	0	5.032206119162641	12.44745209235569	MPST;TST
Allograft rejection	5/38	0.08466057428066996	0.12292064150366504	0	0	2.289603052314917	5.653270941009319	CD40;HLA-B;HLA-C;HLA-A;HLA-E
Various types of N-glycan biosynthesis	5/39	0.09239540567118322	0.13350915077845613	0	0	2.222143094525946	5.292429373846995	RPN2;HEXB;RPN1;STT3A;DDOST
Fatty acid biosynthesis	3/18	0.0975146987783142	0.1402354239573852	0	0	3.02030620467365	7.030524278622943	ACSL1;FASN;ACSL5
Toll-like receptor signaling pathway	10/104	0.11244537789164671	0.16094077783543748	0	0	1.6088485809855513	3.5157970233912472	CD40;MAP2K2;TOLLIP;CCL5;MAPK1;CD14;RAC1;MAPK14;NFKB1;MAPK3
Rheumatoid arthritis	9/93	0.12395971078302193	0.17651794595233167	0	0	1.619895893580104	3.3820165070789803	ATP6V1A;TGFB1;CCL5;ITGB2;ATP6V1B2;ATP6V1H;ATP6V1E1;ATP6V1C1;ATP6V0A1
One carbon pool by folate	3/20	0.12449775658227365	0.17651794595233167	0	0	2.664691662321657	5.5517986962294685	ATIC;MTHFD1;SHMT2
Regulation of lipolysis in adipocytes	6/55	0.12526123506645295	0.17677052799097567	0	0	1.850285186772609	3.8436970413725433	PRKACA;PRKG1;MGLL;ADCY6;GNAI2;PTGS1
Type I diabetes mellitus	5/43	0.1267360832761398	0.17801998674136846	0	0	1.9878085043116265	4.106113534313853	HLA-B;HLA-C;HLA-A;HSPD1;HLA-E
Mitophagy	7/68	0.128904146433631	0.18022709362479888	0	0	1.7342990047311715	3.5530344406524286	CSNK2A1;SRC;CSNK2B;PGAM5;KRAS;UBA52;RAB7A
TGF-beta signaling pathway	9/94	0.13000037774088657	0.18092218469008178	0	0	1.600752560133365	3.2658840632027375	PPP2CB;TGFB1;ROCK1;PPP2R1A;MAPK1;LTBP1;THBS1;RHOA;MAPK3
Pantothenate and CoA biosynthesis	3/21	0.13888831867678922	0.19240491853390065	0	0	2.51651893634166	4.967822615515104	ALDH2;PPCS;COASY
RIG-I-like receptor signaling pathway	7/70	0.14380899622909496	0.19831194913783873	0	0	1.6790622473726757	3.2561538270566563	DDX3X;TKFC;STING1;TRIM25;PIN1;MAPK14;NFKB1
mRNA surveillance pathway	9/98	0.1556609163754311	0.21367998520627363	0	0	1.5284810990310695	2.843089863066956	UPF1;PPP2CB;DAZAP1;DDX19B;PPP2R1A;ETF1;PABPC1;GSPT1;PPP1CA
Measles	12/139	0.15648076560998891	0.21383344440822016	0	0	1.428750383474793	2.650077900960734	HSPA8;STAT5B;CSNK2A1;CASP3;STAT2;CSNK2B;MSN;BAX;BID;EIF2S1;NFKB1;HSPA1A
Carbohydrate digestion and absorption	5/47	0.16601499846519605	0.22584022313733879	0	0	1.7981090741381298	3.2288233641645014	HK3;PRKCB;ATP1B3;ATP1A1;HK1
Inositol phosphate metabolism	7/73	0.16761683679450654	0.22699679243022858	0	0	1.602484015580216	2.8621560576734764	ALDH6A1;TPI1;IMPA1;SACM1L;INPPL1;PLCG2;PIP4K2A
Renin-angiotensin system	3/23	0.16919554149743096	0.22730698174566696	0	0	2.2646253021756646	4.023560187998425	CTSA;ANPEP;PREP
Progesterone-mediated oocyte maturation	9/100	0.16935122812177175	0.22730698174566696	0	0	1.4947279441206567	2.6543086579061077	HSP90AA1;HSP90AB1;MAPK1;KRAS;PRKACA;MAPK14;ADCY6;GNAI2;MAPK3
Nicotinate and nicotinamide metabolism	4/35	0.17067810247208176	0.22807427852464024	0	0	1.9484911550468262	3.444885477885641	BST1;PNP;NNT;NAPRT
N-Glycan biosynthesis	5/50	0.198222856372392	0.26371498953507655	0	0	1.6779661016949152	2.71555883144998	GANAB;RPN2;RPN1;STT3A;DDOST
Primary immunodeficiency	4/38	0.20917902851639736	0.2770704675962807	0	0	1.776280834914611	2.779106465516463	CD40;PTPRC;TAP2;BTK
Hippo signaling pathway	13/163	0.2150546412536297	0.2836091775484549	0	0	1.3099268887083673	2.0131783484403996	YWHAE;TGFB1;YWHAB;SERPINE1;ITGB2;YWHAZ;PPP1CA;MOB1B;PPP2CB;YWHAQ;PPP2R1A;YWHAG;YWHAH
Folate biosynthesis	3/26	0.21766657992984006	0.28580568321222477	0	0	1.9689240794590617	3.0021973948293335	QDPR;CBR1;AKR1B1
RNA degradation	7/79	0.21985489732557315	0.2874293462871129	0	0	1.4684721099434115	2.224423207760503	HSPA9;PFKL;ENO1;PABPC1;ENO2;PFKP;HSPD1
Th17 cell differentiation	9/107	0.22131480923773617	0.2880908292663635	0	0	1.3874411302982732	2.0924958614290596	STAT5B;PPP3CA;HSP90AA1;TGFB1;HSP90AB1;MAPK1;MAPK14;NFKB1;MAPK3
Autoimmune thyroid disease	5/53	0.23234957489536262	0.30115695973562023	0	0	1.5728410008071025	2.295580712762048	CD40;HLA-B;HLA-C;HLA-A;HLA-E
Wnt signaling pathway	13/166	0.23396585137915005	0.3019559278483048	0	0	1.2840349787356047	1.8651636687950646	CSNK2A1;PRKCB;ROCK2;PRKCA;CACYBP;RHOA;PPP3CA;DAAM1;RUVBL1;CSNK2B;RAC2;RAC1;PRKACA
Calcium signaling pathway	18/240	0.2382813354553006	0.30539780615727996	0	0	1.2257396058374852	1.758082265586411	PRKCB;EGF;ATP2A3;ATP2A2;PRKCA;MYLK;PPP3CA;STIM1;GNAQ;VDAC3;PLCG2;PPIF;VDAC2;VDAC1;PRKACA;CALM1;SLC25A5;MCU
Thiamine metabolism	2/15	0.23865523924873533	0.30539780615727996	0	0	2.3216895825591477	3.326366578966887	AK1;AK2
Ubiquitin mediated proteolysis	11/140	0.2545978552805722	0.32442427128579243	0	0	1.288198570323846	1.7623458397094625	DDB1;UBA7;UBA6;UBA3;UBE2N;HUWE1;UBE2O;UBA1;ELOC;PRPF19;UBA52
Phosphatidylinositol signaling system	8/97	0.25586169684648835	0.3246648422169726	0	0	1.357550634522381	1.8505020142396833	IMPA1;PRKCB;SACM1L;INPPL1;PLCG2;PIP4K2A;PRKCA;CALM1
Renin secretion	6/69	0.2578491872206889	0.32581780142530564	0	0	1.4380336948996078	1.9490826998930713	PPP3CA;GNAQ;PRKACA;CALM1;ADCY6;GNAI2
