"","feat1","feat2","R","p","Padj","name_int"
"5528","MIR9.3HG","CD4_CD8",-0.209034738858001,0.00860505957043944,0.0341271940292931,"MIR9.3HG (interacts with) CD4_CD8"
"5529","SNHG1","CD4_CD8",0.245398516175842,0.00194980921459842,0.00990224399099345,"SNHG1 (interacts with) CD4_CD8"
"5530","TIFAB","CD4_CD8",-0.2018001255904,0.0112616675723289,0.0424973060298835,"TIFAB (interacts with) CD4_CD8"
"5531","CYP2B7P","CD4_CD8",0.284470614797205,0.000305234805351606,0.00200496473931885,"CYP2B7P (interacts with) CD4_CD8"
"5532","LOC105369609","CD4_CD8",0.436463009047667,1.10122642116295e-08,1.8561740303109e-07,"LOC105369609 (interacts with) CD4_CD8"
"5533","MGAM","CD4_CD8",0.222004635982622,0.00519896716141832,0.0225363330593676,"MGAM (interacts with) CD4_CD8"
"5534","KRT73.AS1","CD4_CD8",0.431873541565434,1.62736424336174e-08,2.66832208657697e-07,"KRT73.AS1 (interacts with) CD4_CD8"
"5535","ZNF578","CD4_CD8",0.259971625927703,0.00100855638700148,0.00564171490805533,"ZNF578 (interacts with) CD4_CD8"
"5536","EPPK1","CD4_CD8",0.392071068579374,3.81036804331103e-07,4.90789440343997e-06,"EPPK1 (interacts with) CD4_CD8"
"5537","SPON1","CD4_CD8",0.355339519811887,4.95345504725186e-06,5.09941674721148e-05,"SPON1 (interacts with) CD4_CD8"
"5538","NBPF15","CD4_CD8",0.38258173050879,7.61952931194187e-07,9.26429504067875e-06,"NBPF15 (interacts with) CD4_CD8"
"5539","CARD8.AS1","CD4_CD8",-0.286168802474935,0.000279801304101657,0.00185824954745871,"CARD8.AS1 (interacts with) CD4_CD8"
"5540","ADGRE4P","CD4_CD8",0.453932444899802,2.35925323721631e-09,4.41851837490922e-08,"ADGRE4P (interacts with) CD4_CD8"
"5541","SNHG8","CD4_CD8",0.20269321115451,0.0108987817415107,0.0413780743927797,"SNHG8 (interacts with) CD4_CD8"
"5542","NBPF8","CD4_CD8",0.265837151429489,0.000765240624755137,0.004449390022183,"NBPF8 (interacts with) CD4_CD8"
"5543","HEATR9","CD4_CD8",-0.337618903644846,1.53080406377626e-05,0.000141087990027691,"HEATR9 (interacts with) CD4_CD8"
"5544","CTAGE15","CD4_CD8",0.200296183668243,0.0118968081507378,0.0444221833140189,"CTAGE15 (interacts with) CD4_CD8"
"5545","LOC102724250","CD4_CD8",0.205907388887844,0.00967651241455947,0.037564750954169,"LOC102724250 (interacts with) CD4_CD8"
"5546","MMP28","CD4_CD8",0.382902683133392,7.44564856658414e-07,9.06994582184374e-06,"MMP28 (interacts with) CD4_CD8"
"5547","CCL5","CD4_CD8",-0.547911094573148,1.11244347067441e-13,3.75498215313855e-12,"CCL5 (interacts with) CD4_CD8"
"5548","LINC01215","CD4_CD8",0.236878541914062,0.00281736646287034,0.0135097272681005,"LINC01215 (interacts with) CD4_CD8"
"5549","TBC1D3H","CD4_CD8",0.207330606150116,0.00917511181129904,0.0359648876240992,"TBC1D3H (interacts with) CD4_CD8"
"5550","CCL4","CD4_CD8",-0.251727639913165,0.00147119428715925,0.00779388211852975,"CCL4 (interacts with) CD4_CD8"
"5551","SIK1B","CD4_CD8",0.235512555139789,0.00298513146033796,0.014186374954785,"SIK1B (interacts with) CD4_CD8"
"5552","LOC389831","CD4_CD8",-0.219106076574877,0.00583279736083919,0.0247900019455187,"LOC389831 (interacts with) CD4_CD8"
"5553","LOC101929698","CD4_CD8",0.365081284741235,2.58632450700347e-06,2.82758329260344e-05,"LOC101929698 (interacts with) CD4_CD8"
"5554","NEFL","CD4_CD8",0.330266452698647,2.39674260371636e-05,0.000210909535168953,"NEFL (interacts with) CD4_CD8"
"5555","SSTR3","CD4_CD8",0.406752409083293,1.24856595729028e-07,1.75746611451502e-06,"SSTR3 (interacts with) CD4_CD8"
"5556","PWAR5","CD4_CD8",0.224162926095889,0.00476781135670379,0.0209739202265086,"PWAR5 (interacts with) CD4_CD8"
"5557","TRG.AS1","CD4_CD8",-0.500113961439771,2.57751597843026e-11,6.41161113067711e-10,"TRG.AS1 (interacts with) CD4_CD8"
"5558","TMEM272","CD4_CD8",0.376758068392821,1.153449732616e-06,1.35394628449864e-05,"TMEM272 (interacts with) CD4_CD8"
"5559","GENDER.x","AGE.x",-0.227811330515927,0.00399243555858741,0.0316514293537362,"GENDER.x (interacts with) AGE.x"
"5560","Duration.of.therapy","AGE.x",0.310682066923814,7.09801460327952e-05,0.00105996154597022,"Duration.of.therapy (interacts with) AGE.x"
"5561","Ethnic","AGE.x",0.268697365069543,0.00069478001220169,0.00759216043032459,"Ethnic (interacts with) AGE.x"
"5562","hypertension","AGE.x",0.232380000243816,0.00330222483147491,0.0272506069769165,"hypertension (interacts with) AGE.x"
"5563","VAT","AGE.x",0.230302203741149,0.0041843321149555,0.0328373252186926,"VAT (interacts with) AGE.x"
"5564","ABCA2","AGE.x",0.244164046278031,0.00199043547107269,0.0181374048936007,"ABCA2 (interacts with) AGE.x"
"5565","ACE2","AGE.x",0.258958960520081,0.00101821288688964,0.0104519877620765,"ACE2 (interacts with) AGE.x"
"5566","ACRV1","AGE.x",0.370669165627106,1.63372881578638e-06,3.51999821032811e-05,"ACRV1 (interacts with) AGE.x"
"5567","ACTA2","AGE.x",0.460524250940946,1.14089471203727e-09,3.96511653872729e-08,"ACTA2 (interacts with) AGE.x"
"5568","ACVRL1","AGE.x",0.35212211969466,5.70240893149609e-06,0.000110303569756902,"ACVRL1 (interacts with) AGE.x"
"5569","ADAM12","AGE.x",0.229658422321665,0.00369912096942904,0.0298075760955213,"ADAM12 (interacts with) AGE.x"
"5570","ADAMTS1","AGE.x",0.245070929342353,0.00191245311477717,0.0175551393168544,"ADAMTS1 (interacts with) AGE.x"
"5571","ADAMTS13","AGE.x",-0.229770681521147,0.00368193630559199,0.0297010004325974,"ADAMTS13 (interacts with) AGE.x"
"5572","ADAMTS16","AGE.x",0.302160888065346,0.000114069666620642,0.00160909425085669,"ADAMTS16 (interacts with) AGE.x"
"5573","ADAMTS4","AGE.x",0.403191790735379,1.50052373415477e-07,3.8651693245395e-06,"ADAMTS4 (interacts with) AGE.x"
"5574","ADGRG1","AGE.x",0.271931966473208,0.00054752801168112,0.00621177486222894,"ADGRG1 (interacts with) AGE.x"
"5575","ADM","AGE.x",0.372144067853969,1.4741375493621e-06,3.20258895976473e-05,"ADM (interacts with) AGE.x"
"5576","AFP","AGE.x",0.240493287734675,0.00233648432375233,0.02065212568832,"AFP (interacts with) AGE.x"
"5577","AKR1B10","AGE.x",0.218814604349875,0.00574181781798755,0.0420353905235469,"AKR1B10 (interacts with) AGE.x"
"5578","ALDH3A1","AGE.x",0.216407569260751,0.00631343934602002,0.0452369439651579,"ALDH3A1 (interacts with) AGE.x"
"5579","AMBP","AGE.x",0.32779988911195,2.61742029401546e-05,0.000436539529685668,"AMBP (interacts with) AGE.x"
"5580","ANGPTL4","AGE.x",0.233007515253668,0.00321634683653071,0.0266869141062249,"ANGPTL4 (interacts with) AGE.x"
"5581","ANGPTL7","AGE.x",0.220032668710649,0.00547055137756614,0.0404888770706302,"ANGPTL7 (interacts with) AGE.x"
"5582","ANXA5","AGE.x",0.320644784910573,4.00095439025971e-05,0.00063777215358367,"ANXA5 (interacts with) AGE.x"
"5583","AOC3","AGE.x",0.26509592266488,0.000762175889707617,0.00820511593819394,"AOC3 (interacts with) AGE.x"
"5584","APLP1","AGE.x",-0.230406945865372,0.00358588804527438,0.0290860917761597,"APLP1 (interacts with) AGE.x"
"5585","APOA2","AGE.x",0.280173073943409,0.000363249884317574,0.00438155317139996,"APOA2 (interacts with) AGE.x"
"5586","APOE","AGE.x",0.243163710921745,0.00207979747806242,0.0187938580018919,"APOE (interacts with) AGE.x"
"5587","APOL1","AGE.x",-0.224512100397395,0.00456879331663007,0.0351880740464567,"APOL1 (interacts with) AGE.x"
"5588","ASGR1","AGE.x",0.227216376103559,0.0040912714102106,0.0322671110005783,"ASGR1 (interacts with) AGE.x"
"5589","ASPN","AGE.x",0.220593146104092,0.00534962528669491,0.0397908453710415,"ASPN (interacts with) AGE.x"
"5590","ATOX1","AGE.x",0.2466336717695,0.00178456623750534,0.0165908106163414,"ATOX1 (interacts with) AGE.x"
"5591","ATP6V1G2","AGE.x",0.273467284356477,0.000507722494668128,0.005827694863694,"ATP6V1G2 (interacts with) AGE.x"
"5592","ATRAID","AGE.x",0.32249292687694,3.58925879344607e-05,0.0005787865306379,"ATRAID (interacts with) AGE.x"
"5593","AXL","AGE.x",-0.279149350916623,0.000382510744283415,0.00457999027904932,"AXL (interacts with) AGE.x"
"5594","AZI2","AGE.x",0.234950508095097,0.00296307058755652,0.0250005085302899,"AZI2 (interacts with) AGE.x"
"5595","B2M","AGE.x",0.312957752297469,6.23793020984031e-05,0.000945574796361284,"B2M (interacts with) AGE.x"
"5596","BCAN","AGE.x",-0.226453390472378,0.00422123731410884,0.0330644941044353,"BCAN (interacts with) AGE.x"
"5597","BCAT1","AGE.x",0.216017027078024,0.00641082176013508,0.0457725086426855,"BCAT1 (interacts with) AGE.x"
"5598","BCL2","AGE.x",0.264181411466899,0.000796138382527678,0.00851087098177582,"BCL2 (interacts with) AGE.x"
"5599","BCL2L11","AGE.x",0.288761950267316,0.000233637048152602,0.00299888971290781,"BCL2L11 (interacts with) AGE.x"
"5600","BCL2L15","AGE.x",0.224353161387698,0.00459835492163219,0.0353668009850352,"BCL2L15 (interacts with) AGE.x"
"5601","BGN","AGE.x",0.249223009390295,0.00158970009834536,0.0150936159686903,"BGN (interacts with) AGE.x"
"5602","BNIP3L","AGE.x",0.234047438492665,0.00307845782780314,0.0257728997996655,"BNIP3L (interacts with) AGE.x"
"5603","BTN2A1","AGE.x",0.236431801292473,0.00278224152414097,0.0237758475016768,"BTN2A1 (interacts with) AGE.x"
"5604","BTN3A2","AGE.x",0.316253662889983,5.16398834315979e-05,0.000800197626005854,"BTN3A2 (interacts with) AGE.x"
"5605","C1QL2","AGE.x",-0.292810714404029,0.000188824332338244,0.00249390420013212,"C1QL2 (interacts with) AGE.x"
"5606","C1R","AGE.x",0.226173407701344,0.00426985156854731,0.0333650793845127,"C1R (interacts with) AGE.x"
"5607","CA12","AGE.x",0.216668856809553,0.00624902515047054,0.0448778500154073,"CA12 (interacts with) AGE.x"
"5608","CA9","AGE.x",0.248281103817447,0.00165822051608955,0.0156250061420755,"CA9 (interacts with) AGE.x"
"5609","CALB1","AGE.x",0.277492020835147,0.000415706814140382,0.00491646810807431,"CALB1 (interacts with) AGE.x"
"5610","CAPG","AGE.x",0.351631848416539,5.88778091947795e-06,0.000113555422833509,"CAPG (interacts with) AGE.x"
"5611","CAPS","AGE.x",0.352665681329099,5.50335864568652e-06,0.000106803550383059,"CAPS (interacts with) AGE.x"
"5612","CCDC80","AGE.x",0.458773283422334,1.34259292572381e-09,4.62489472140299e-08,"CCDC80 (interacts with) AGE.x"
"5613","CCL11","AGE.x",0.342112668196615,1.08429202392291e-05,0.000197394715255273,"CCL11 (interacts with) AGE.x"
"5614","CCL13","AGE.x",0.425425726385246,2.51695413400199e-08,7.29927583957092e-07,"CCL13 (interacts with) AGE.x"
"5615","CCL16","AGE.x",0.227406110483714,0.00405951585409436,0.0320683641043751,"CCL16 (interacts with) AGE.x"
"5616","CCL18","AGE.x",0.237240872967482,0.00268774567780872,0.0231223242710427,"CCL18 (interacts with) AGE.x"
"5617","CCL2","AGE.x",0.232490421960464,0.00328696481330137,0.0271498389345915,"CCL2 (interacts with) AGE.x"
"5618","CCL21","AGE.x",0.265000559749519,0.000765654150008288,0.00823689582710009,"CCL21 (interacts with) AGE.x"
"5619","CCL27","AGE.x",0.313983495437591,5.8831035204765e-05,0.000897789627013909,"CCL27 (interacts with) AGE.x"
"5620","CCL28","AGE.x",0.334532750108425,1.73859671082077e-05,0.000302220529078676,"CCL28 (interacts with) AGE.x"
"5621","CCL3","AGE.x",0.238051828124527,0.00259595390886047,0.0224861496464964,"CCL3 (interacts with) AGE.x"
"5622","CCL7","AGE.x",0.275862858513439,0.000450917918732419,0.00526965948772866,"CCL7 (interacts with) AGE.x"
"5623","CCN1","AGE.x",0.229579248138214,0.0037112843605358,0.0298848404791975,"CCN1 (interacts with) AGE.x"
"5624","CCN2","AGE.x",0.336910511868258,1.50124787081651e-05,0.000264863117720443,"CCN2 (interacts with) AGE.x"
"5625","CCN3","AGE.x",0.452492221946355,2.38943842489903e-09,7.97078413391194e-08,"CCN3 (interacts with) AGE.x"
"5626","CCN4","AGE.x",0.369210333922357,1.80767043955754e-06,3.86293187340651e-05,"CCN4 (interacts with) AGE.x"
"5627","CCN5","AGE.x",0.444974475251558,4.69187444451791e-09,1.50584135810775e-07,"CCN5 (interacts with) AGE.x"
"5628","CD14","AGE.x",0.253156406421444,0.00133057371741163,0.0130432927419439,"CD14 (interacts with) AGE.x"
"5629","CD22","AGE.x",-0.219333804283655,0.00562475489350311,0.0413718144800677,"CD22 (interacts with) AGE.x"
"5630","CD276","AGE.x",0.442769440302216,5.7011315668376e-09,1.809165780896e-07,"CD276 (interacts with) AGE.x"
"5631","CD300LF","AGE.x",0.250264455210901,0.00151695083476389,0.0145264383674805,"CD300LF (interacts with) AGE.x"
"5632","CD302","AGE.x",0.318181491756011,4.61894932968221e-05,0.000724678935945643,"CD302 (interacts with) AGE.x"
"5633","CD36","AGE.x",0.230695299608773,0.00354310713442096,0.0288109876054913,"CD36 (interacts with) AGE.x"
"5634","CD40","AGE.x",0.283990183133984,0.000299075221247058,0.0037104483264909,"CD40 (interacts with) AGE.x"
"5635","CD55","AGE.x",0.21922239485549,0.00564969291457418,0.0415142764059223,"CD55 (interacts with) AGE.x"
"5636","CD59","AGE.x",0.280900319767057,0.000350117038648179,0.00424599606871549,"CD59 (interacts with) AGE.x"
"5637","CD74","AGE.x",0.250971503474306,0.0014693055137005,0.0141502493149458,"CD74 (interacts with) AGE.x"
"5638","CD79B","AGE.x",0.250279681026991,0.0015159101482789,0.0145181426065466,"CD79B (interacts with) AGE.x"
"5639","CD86","AGE.x",-0.238220073392329,0.00257726957377047,0.0223549828734007,"CD86 (interacts with) AGE.x"
"5640","CD99","AGE.x",0.240697496749822,0.0023158854496419,0.0205038784265225,"CD99 (interacts with) AGE.x"
"5641","CDCP1","AGE.x",0.3343008089753,1.76355497432112e-05,0.000306100574447202,"CDCP1 (interacts with) AGE.x"
"5642","CDH15","AGE.x",0.29485836239299,0.000169339622467124,0.00226920094663106,"CDH15 (interacts with) AGE.x"
"5643","CDH2","AGE.x",0.272296765270555,0.000537817530714024,0.00611887828583535,"CDH2 (interacts with) AGE.x"
"5644","CEACAM5","AGE.x",0.253403064454501,0.00131568827040818,0.012923770484254,"CEACAM5 (interacts with) AGE.x"
"5645","CFD","AGE.x",0.319476447414528,4.28368802711798e-05,0.000677908921459504,"CFD (interacts with) AGE.x"
"5646","CFHR5","AGE.x",0.226104130238132,0.00428195775798246,0.033440021200918,"CFHR5 (interacts with) AGE.x"
"5647","CGA","AGE.x",0.368467794558862,1.90283808176872e-06,4.049670227614e-05,"CGA (interacts with) AGE.x"
"5648","CGREF1","AGE.x",0.262340611701679,0.00086875517540097,0.00915519903469953,"CGREF1 (interacts with) AGE.x"
"5649","CHCHD10","AGE.x",0.367408357217399,2.04690732963364e-06,4.32921080219918e-05,"CHCHD10 (interacts with) AGE.x"
"5650","CHCHD6","AGE.x",0.234750288461212,0.00298831051373694,0.0251715276585435,"CHCHD6 (interacts with) AGE.x"
"5651","CHGA","AGE.x",0.267227536917582,0.000688120985969043,0.0075313327959419,"CHGA (interacts with) AGE.x"
"5652","CHGB","AGE.x",0.223645752120794,0.00473201992787997,0.0361680189456276,"CHGB (interacts with) AGE.x"
"5653","CHI3L1","AGE.x",0.390030298641608,4.06769447236499e-07,9.76535631079051e-06,"CHI3L1 (interacts with) AGE.x"
"5654","CHIT1","AGE.x",0.358674276834385,3.69952478229685e-06,7.44163331762286e-05,"CHIT1 (interacts with) AGE.x"
"5655","CHRDL1","AGE.x",0.438727322909532,8.11922085119932e-09,2.52397274961095e-07,"CHRDL1 (interacts with) AGE.x"
"5656","CKAP4","AGE.x",0.296282200472716,0.000156913183646079,0.00212371876710406,"CKAP4 (interacts with) AGE.x"
"5657","CKB","AGE.x",0.215855633427462,0.00645145487046017,0.0459938989638648,"CKB (interacts with) AGE.x"
"5658","CLEC14A","AGE.x",0.265918116733779,0.000732784367873052,0.00793943354814268,"CLEC14A (interacts with) AGE.x"
"5659","CLEC3B","AGE.x",-0.25791847295971,0.00106873335128954,0.0108818420207024,"CLEC3B (interacts with) AGE.x"
"5660","CLMP","AGE.x",0.31971168627313,4.22529397661187e-05,0.000669639666523815,"CLMP (interacts with) AGE.x"
"5661","CLSTN2","AGE.x",0.21856616118369,0.00579859963645468,0.0423588952443218,"CLSTN2 (interacts with) AGE.x"
"5662","COL18A1","AGE.x",0.305782348422526,9.34066124997912e-05,0.0013504258506656,"COL18A1 (interacts with) AGE.x"
"5663","COL6A3","AGE.x",0.291597216861598,0.000201336208567771,0.00263729440395584,"COL6A3 (interacts with) AGE.x"
"5664","COLEC12","AGE.x",0.451458732422712,2.62424948438422e-09,8.70605469032547e-08,"COLEC12 (interacts with) AGE.x"
"5665","CPXM2","AGE.x",0.254969232382936,0.00122466920220887,0.0121814480273833,"CPXM2 (interacts with) AGE.x"
"5666","CR2","AGE.x",-0.312371082740016,6.44979168042958e-05,0.000973999651267351,"CR2 (interacts with) AGE.x"
"5667","CRHBP","AGE.x",0.220712668760404,0.00532414898816702,0.0396454904022509,"CRHBP (interacts with) AGE.x"
"5668","CRYBB1","AGE.x",0.253634689602583,0.00130184874704264,0.0128112275414472,"CRYBB1 (interacts with) AGE.x"
"5669","CSF1","AGE.x",0.227202672869078,0.00409357352134299,0.0322814446753359,"CSF1 (interacts with) AGE.x"
"5670","CST1","AGE.x",0.2656781080502,0.000741254507540701,0.00801589732241737,"CST1 (interacts with) AGE.x"
"5671","CST3","AGE.x",0.336352741969492,1.55400724055621e-05,0.000273193848144226,"CST3 (interacts with) AGE.x"
"5672","CST5","AGE.x",0.261604643035276,0.00089945298541183,0.00942430795370119,"CST5 (interacts with) AGE.x"
"5673","CSTB","AGE.x",0.245987136386234,0.00183650034200977,0.016985470233707,"CSTB (interacts with) AGE.x"
"5674","CTBS","AGE.x",0.232883247716813,0.00323319157320601,0.0267962756605166,"CTBS (interacts with) AGE.x"
"5675","CTHRC1","AGE.x",0.345338782679381,8.83560430842145e-06,0.000164101929712497,"CTHRC1 (interacts with) AGE.x"
"5676","CTSC","AGE.x",0.298761951867656,0.000137278414741537,0.00189116108147172,"CTSC (interacts with) AGE.x"
"5677","CTSD","AGE.x",0.213793134022584,0.00699129183691172,0.0489257862358384,"CTSD (interacts with) AGE.x"
"5678","CTSF","AGE.x",0.264061127611272,0.000800707457986327,0.0085517118641546,"CTSF (interacts with) AGE.x"
"5679","CTSV","AGE.x",-0.399954478021013,1.92537845222773e-07,4.87727203194678e-06,"CTSV (interacts with) AGE.x"
"5680","CTSZ","AGE.x",0.280816243677286,0.000351612508210808,0.00426144626597035,"CTSZ (interacts with) AGE.x"
"5681","CXCL14","AGE.x",0.454200974328079,2.04498173950185e-09,6.88309658879619e-08,"CXCL14 (interacts with) AGE.x"
"5682","CXCL16","AGE.x",0.244206102988399,0.00198675607571586,0.0181091373979971,"CXCL16 (interacts with) AGE.x"
"5683","CXCL17","AGE.x",0.330197454659942,2.26506515286218e-05,0.000383463500733575,"CXCL17 (interacts with) AGE.x"
"5684","CXCL8","AGE.x",0.25721103816237,0.00110438303115257,0.0111833603401602,"CXCL8 (interacts with) AGE.x"
"5685","CXCL9","AGE.x",0.283188759925493,0.000311605951331062,0.00384344014423044,"CXCL9 (interacts with) AGE.x"
"5686","CYB5R2","AGE.x",0.24820078462649,0.00166418622406517,0.0156707349706795,"CYB5R2 (interacts with) AGE.x"
"5687","DBN1","AGE.x",0.218516178581485,0.00581008358256652,0.0424225274859904,"DBN1 (interacts with) AGE.x"
"5688","DCC","AGE.x",-0.279989054674026,0.000366644520995774,0.00441678855224557,"DCC (interacts with) AGE.x"
"5689","DCN","AGE.x",0.379504043379006,8.7589817354683e-07,1.98355627822921e-05,"DCN (interacts with) AGE.x"
"5690","DDAH1","AGE.x",0.214514239029869,0.0067981469300562,0.047881808101115,"DDAH1 (interacts with) AGE.x"
"5691","DKK3","AGE.x",0.283764841227241,0.000302550501491528,0.00374709325702255,"DKK3 (interacts with) AGE.x"
"5692","DMD","AGE.x",0.371721268718725,1.51830040717726e-06,3.29082126538665e-05,"DMD (interacts with) AGE.x"
"5693","DNMBP","AGE.x",0.29088182475611,0.000209069355393332,0.00272442831159767,"DNMBP (interacts with) AGE.x"
"5694","DPP7","AGE.x",0.241711169171522,0.00221605221000809,0.0197886510889601,"DPP7 (interacts with) AGE.x"
"5695","DPT","AGE.x",0.252482863500296,0.00137200825285655,0.013379059902869,"DPT (interacts with) AGE.x"
"5696","DTNB","AGE.x",0.319119159298704,4.37383076201669e-05,0.000690563777913495,"DTNB (interacts with) AGE.x"
"5697","DTX3","AGE.x",0.368463226814035,1.90343799677528e-06,4.05082749852705e-05,"DTX3 (interacts with) AGE.x"
"5698","EDA2R","AGE.x",0.622689151711281,0,0,"EDA2R (interacts with) AGE.x"
"5699","EDAR","AGE.x",0.237424705091766,0.00266668406758841,0.0229780744750884,"EDAR (interacts with) AGE.x"
"5700","EDN1","AGE.x",0.238559609091153,0.00253993312598522,0.0220939013632338,"EDN1 (interacts with) AGE.x"
"5701","EFCAB14","AGE.x",0.309641095991432,7.52741060934259e-05,0.00111676220689655,"EFCAB14 (interacts with) AGE.x"
"5702","EFEMP1","AGE.x",0.316462497119368,5.10215534188507e-05,0.000791679310714181,"EFEMP1 (interacts with) AGE.x"
"5703","EFHD1","AGE.x",0.261055752365205,0.000922992365172792,0.00963002144141501,"EFHD1 (interacts with) AGE.x"
"5704","EFNA1","AGE.x",0.258895038534456,0.00102125233849293,0.0104775954880965,"EFNA1 (interacts with) AGE.x"
"5705","EGFL7","AGE.x",0.259694564406694,0.000983827169896312,0.0101568630979409,"EGFL7 (interacts with) AGE.x"
"5706","EGLN1","AGE.x",0.217188488428242,0.00612266112844151,0.0441803902874515,"EGLN1 (interacts with) AGE.x"
"5707","ELN","AGE.x",0.596338119463519,0,0,"ELN (interacts with) AGE.x"
"5708","ENPP5","AGE.x",-0.345374536595185,8.81546806397182e-06,0.000163768944967483,"ENPP5 (interacts with) AGE.x"
"5709","EPHA2","AGE.x",0.296015748691128,0.000159171966163552,0.00215057189485214,"EPHA2 (interacts with) AGE.x"
"5710","EPS8L2","AGE.x",0.234211877306445,0.00305714964023718,0.0256305766556581,"EPS8L2 (interacts with) AGE.x"
"5711","ESAM","AGE.x",0.279291499862299,0.0003797809137569,0.00455176583547225,"ESAM (interacts with) AGE.x"
"5712","EVI5","AGE.x",0.217429982811243,0.00606471408947717,0.0438585292017994,"EVI5 (interacts with) AGE.x"
"5713","F2R","AGE.x",0.352128210021096,5.70014134693153e-06,0.000110267097481546,"F2R (interacts with) AGE.x"
"5714","F3","AGE.x",0.237152924067824,0.00269787510716846,0.0231944404780153,"F3 (interacts with) AGE.x"
"5715","F9","AGE.x",0.226002117270324,0.00429984057173805,0.033549009120774,"F9 (interacts with) AGE.x"
"5716","FABP3","AGE.x",0.355106870837769,4.6878649428983e-06,9.23341154951591e-05,"FABP3 (interacts with) AGE.x"
"5717","FAM20A","AGE.x",0.223141186426876,0.00482947476923146,0.0367524885750494,"FAM20A (interacts with) AGE.x"
"5718","FAM3B","AGE.x",0.21585030439183,0.00645280043423258,0.0460012949092729,"FAM3B (interacts with) AGE.x"
"5719","FAM3C","AGE.x",0.248442302965767,0.00164630621006845,0.0155328566284104,"FAM3C (interacts with) AGE.x"
"5720","FAS","AGE.x",0.28272339619878,0.000319103824378386,0.0039223432101623,"FAS (interacts with) AGE.x"
"5721","FASLG","AGE.x",-0.295247606269351,0.000165854456714243,0.00222876283182009,"FASLG (interacts with) AGE.x"
"5722","FCGR3B","AGE.x",-0.275964320094653,0.0004486469760272,0.00524725623861019,"FCGR3B (interacts with) AGE.x"
"5723","FCRL1","AGE.x",-0.326865535963359,2.76823113432023e-05,0.000458946244277994,"FCRL1 (interacts with) AGE.x"
"5724","FCRLB","AGE.x",0.257957102583344,0.0010668173894155,0.0108655011775234,"FCRLB (interacts with) AGE.x"
"5725","FGF2","AGE.x",0.219959325475332,0.00548655505587048,0.0405810476168723,"FGF2 (interacts with) AGE.x"
"5726","FGF5","AGE.x",0.279005254737517,0.000385296496085319,0.00460807371204433,"FGF5 (interacts with) AGE.x"
"5727","FGL1","AGE.x",0.29193196276623,0.000197809869485255,0.00259655547847405,"FGL1 (interacts with) AGE.x"
"5728","FLT3","AGE.x",-0.370895550934529,1.60820755956692e-06,3.46939642460997e-05,"FLT3 (interacts with) AGE.x"
"5729","FLT3LG","AGE.x",0.328061523817285,2.57659828595269e-05,0.000430453743092008,"FLT3LG (interacts with) AGE.x"
"5730","FNDC1","AGE.x",0.232549218189337,0.00327886529606047,0.0270975178071008,"FNDC1 (interacts with) AGE.x"
"5731","FSHB","AGE.x",0.291934690739616,0.000197781369530858,0.00259622073350766,"FSHB (interacts with) AGE.x"
"5732","FST","AGE.x",0.266852017577896,0.00070066636227506,0.0076455023270593,"FST (interacts with) AGE.x"
"5733","FSTL3","AGE.x",0.325563215026961,2.99212706371677e-05,0.000491958885776433,"FSTL3 (interacts with) AGE.x"
"5734","FUT3_FUT5","AGE.x",0.400461345218749,1.85199376279144e-07,4.70343205768432e-06,"FUT3_FUT5 (interacts with) AGE.x"
"5735","GALNT5","AGE.x",0.224074528953237,0.00465059293321546,0.0356842555478508,"GALNT5 (interacts with) AGE.x"
"5736","GCHFR","AGE.x",0.280177641684762,0.00036316599373265,0.00438072047297281,"GCHFR (interacts with) AGE.x"
"5737","GDF15","AGE.x",0.522878158704118,1.82076576038526e-12,8.70836165703929e-11,"GDF15 (interacts with) AGE.x"
"5738","GFRA1","AGE.x",0.381195815519907,7.75707432953965e-07,1.77279699329819e-05,"GFRA1 (interacts with) AGE.x"
"5739","GHRL","AGE.x",0.229962938411858,0.00365267248056078,0.0295148750982004,"GHRL (interacts with) AGE.x"
"5740","GIP","AGE.x",0.315242669470541,5.4734009738322e-05,0.000842357880882365,"GIP (interacts with) AGE.x"
"5741","GKN1","AGE.x",0.218776539838601,0.00575048514322107,0.0420840405330268,"GKN1 (interacts with) AGE.x"
"5742","GM2A","AGE.x",0.316136664655026,5.19893661345971e-05,0.000804982619099306,"GM2A (interacts with) AGE.x"
"5743","GPA33","AGE.x",-0.217966527038686,0.00593771690293288,0.0431427995954666,"GPA33 (interacts with) AGE.x"
"5744","GPR37","AGE.x",0.315742075858458,5.31844694204864e-05,0.000821342670123738,"GPR37 (interacts with) AGE.x"
"5745","GUCA2A","AGE.x",0.288254930977144,0.000239897871002981,0.00306819872949324,"GUCA2A (interacts with) AGE.x"
"5746","GUK1","AGE.x",0.248204974794898,0.00166387451646699,0.0156683923784746,"GUK1 (interacts with) AGE.x"
"5747","HAVCR1","AGE.x",0.446492149504831,4.09974720838591e-09,1.32643027416001e-07,"HAVCR1 (interacts with) AGE.x"
"5748","HGF","AGE.x",0.25881451223665,0.00102509315162491,0.0105102006760116,"HGF (interacts with) AGE.x"
"5749","HNF1A","AGE.x",-0.215960094531431,0.00642512921834393,0.0458513985221568,"HNF1A (interacts with) AGE.x"
"5750","HNMT","AGE.x",0.257501285598824,0.00108962690846415,0.0110589232622314,"HNMT (interacts with) AGE.x"
