"","ID","NAME","EQUATION","GENE.ASSOCIATION","SUBSYSTEM","Flux_C1","Flux_C2","Flux_CT"
"494","MAR04333","5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase","dihydrofolate[c] + H+[c] + NADPH[c] <=> NADP+[c] + THF[c]","ENSG00000178700 or ENSG00000228716","Other",1000,-1000,-1000
"495","MAR04337","Exchange of 2',3'-Cyclic UMP","2,3-cyclic-UMP[e] <=> ","","Exchange/demand reactions",1000,-1000,-1000
"496","MAR04339","Exchange of 3'-UMP","3-UMP[e] <=> ","","Exchange/demand reactions",-1000,1000,1000
"497","MAR04352","D-ribose-5-phosphate aldose-ketose-isomerase","ribose-5-phosphate[c] <=> ribulose-5-phosphate[c]","ENSG00000153574","Pentose phosphate pathway",-161.080385464471,595.963077781226,394.166265352216
"498","MAR04354","D-Ribose 1,5-phosphomutase","ribose-1-phosphate[c] <=> ribose-5-phosphate[c]","ENSG00000079739 or ENSG00000169299","Pentose phosphate pathway",240.390319440586,1000,795.636970257272
"499","MAR04355","sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase","DHAP[c] + erythrose-4-phosphate[c] => sedoheptulose-1,7-bisphosphate[c]","ENSG00000109107 or ENSG00000136872 or ENSG00000149925 or ENSG00000285043","Glycolysis / Gluconeogenesis",199.292696388771,194.399252716654,199.292696388771
"500","MAR04363","2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming)","2-phospho-D-glycerate[c] <=> H2O[c] + PEP[c]","ENSG00000074800 or ENSG00000108515 or ENSG00000111674","Glycolysis / Gluconeogenesis",999.742867022393,999.715360516214,999.742867022393
"501","MAR04364","Exchange of N-Acetyl-Seryl-Aspartyl-Lysyl-Proline","N-acetyl-seryl-aspartyl-lysyl-proline[e] <=> ","","Exchange/demand reactions",-1000,1000,1000
"502","MAR04365","D-phosphoglycerate 2,3-phosphomutase","2-phospho-D-glycerate[c] <=> 3-phospho-D-glycerate[c]","ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784","Glycolysis / Gluconeogenesis",-999.742867022392,-999.715360516214,-999.742867022392
"503","MAR04366","Exchange of N-Acetyl-Seryl-Aspartate","N-acetyl-seryl-aspartate[e] <=> ","","Exchange/demand reactions",1000,-1000,-1000
"504","MAR04368","ATP:3-phospho-D-glycerate 1-phosphotransferase","1,3-bisphospho-D-glycerate[c] + ADP[c] <=> 3-phospho-D-glycerate[c] + ATP[c]","ENSG00000096006 or ENSG00000102144 or ENSG00000154305 or ENSG00000170950","Glycolysis / Gluconeogenesis",999.940985873992,999.934672905361,999.940985873992
"505","MAR04369","Exchange of Lysyl-Proline","lysyl-proline[e] <=> ","","Exchange/demand reactions",1000,-1000,-1000
"506","MAR04371","3-phospho-D-glycerate 1,2-phosphomutase","1,3-bisphospho-D-glycerate[c] => 2,3-bisphospho-D-glycerate[c] + H+[c]","ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784","Glycolysis / Gluconeogenesis",0.0590141260082877,0.0653270946392907,0.0590141260082877
"507","MAR04373","D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating)","1,3-bisphospho-D-glycerate[c] + H+[c] + NADH[c] <=> GAP[c] + NAD+[c] + Pi[c]","ENSG00000105679 or ENSG00000111640","Glycolysis / Gluconeogenesis",-1000,-1000,-1000
"508","MAR04375","D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)","DHAP[c] + GAP[c] <=> fructose-1,6-bisphosphate[c]","ENSG00000109107 or ENSG00000136872 or ENSG00000149925 or ENSG00000285043","Glycolysis / Gluconeogenesis",0.370945934909287,0.410627452018389,0.370945934909287
"509","MAR04381","D-glucose-6-phosphate aldose-ketose-isomerase","fructose-6-phosphate[c] <=> glucose-6-phosphate[c]","ENSG00000105220","Glycolysis / Gluconeogenesis",1000,1000,1000
"510","MAR04388","(S)-Lactate:NAD+ oxidoreductase","H+[c] + NADH[c] + pyruvate[c] <=> L-lactate[c] + NAD+[c]","ENSG00000111716 or ENSG00000134333 or ENSG00000151116 or ENSG00000166796 or ENSG00000166800 or ENSG00000171989","Glycolysis / Gluconeogenesis",-1000,-1000,-1000
"511","MAR04391","D-glyceraldehyde-3-phosphate aldose-ketose-isomerase","DHAP[c] <=> GAP[c]","ENSG00000111669","Glycolysis / Gluconeogenesis",-201.764909634227,-209.180379839645,-201.764909634227
"512","MAR04392","Exchange of Alloxan","alloxan[e] <=> ","","Exchange/demand reactions",-263.695820347823,-1000,-991.117704906757
"513","MAR04396","alpha-D-glucose 1,6-phosphomutase","glucose-1-phosphate[c] <=> glucose-6-phosphate[c]","ENSG00000079739 or ENSG00000154330 or ENSG00000169299","Glycolysis / Gluconeogenesis",-35.8306694103945,-51.9415659200099,-35.8306694103948
"514","MAR04398","2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming)","2-deoxy-D-ribose-5-phosphate[c] <=> acetaldehyde[c] + GAP[c]","ENSG00000023697","Pentose phosphate pathway",1000,1000,1000
"515","MAR04404","D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase","D-xylulose-5-phosphate[c] + erythrose-4-phosphate[c] <=> fructose-6-phosphate[c] + GAP[c]","ENSG00000007350 or ENSG00000151005 or ENSG00000163931","Pentose phosphate pathway",401.462274315627,404.027589776683,401.462274315627
"516","MAR04408","(S)-malate hydro-lyase (fumarate-forming)","fumarate[c] + H2O[c] <=> malate[c]","ENSG00000091483","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",379.647348735873,0.639943022372222,-250.198166193826
"517","MAR04409","Exchange of (5Z, 9E, 14Z)- (8Xi, 11R, 12S)-11, 12-Epoxy-8-Hydroxyicosa-5, 9, 14-Trienoate","hepoxilin A3[e] <=> ","","Exchange/demand reactions",-1000,-1000,1000
"518","MAR04410","(S)-malate hydro-lyase (fumarate-forming)","fumarate[m] + H2O[m] <=> malate[m]","ENSG00000091483","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",620.231013638765,1000,1000
"519","MAR04411","Phosphate Transport In/Out via Na+ Symporter","1.5 Na+[e] + Pi[e] <=> 1.5 Na+[c] + Pi[c]","ENSG00000144136 or ENSG00000168575","Transport reactions",-1000,-1000,-1000
"520","MAR04418","IMP:diphosphate phospho-D-ribosyltransferase","IMP[c] + PPi[c] <=> hypoxanthine[c] + PRPP[c]","ENSG00000165704","Purine metabolism",1000,662.980865147974,1000
"521","MAR04419","inosine-5'-phosphate:NADP+ oxidoreductase (aminating)","GMP[c] + H+[c] + NADPH[c] => IMP[c] + NADP+[c] + NH3[c]","ENSG00000100938 or ENSG00000137198","Purine metabolism",NA,662.980865147974,996.025617878413
"522","MAR04420","ATP:dADP phosphotransferase","ADP[m] + dATP[m] => ATP[m] + dADP[m]","ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678","Purine metabolism",999.996390626655,NA,999.996390626656
"523","MAR04422","L-ornithine carboxy-lyase (putrescine-forming)","H+[e] + ornithine[e] => CO2[e] + putrescine[e]","ENSG00000115758","Other",NA,NA,1000
"524","MAR04440","5,10-methylenetetrahydrofolate:NAD+ oxidoreductase","5,10-methenyl-THF[m] + NADH[m] <=> 5,10-methylene-THF[m] + NAD+[m]","ENSG00000065911 or ENSG00000163738","Other",-676.964486904917,-1000,-1000
"525","MAR04442","5,10-methylenetetrahydrofolate:NADP+ oxidoreductase","5,10-methenyl-THF[c] + NADPH[c] <=> 5,10-methylene-THF[c] + NADP+[c]","ENSG00000100714","Other",-1000,-1000,-690.105535692019
"526","MAR04444","5,10-methylenetetrahydrofolate:NADP+ oxidoreductase","5,10-methenyl-THF[m] + NADPH[m] <=> 5,10-methylene-THF[m] + NADP+[m]","ENSG00000065911 or ENSG00000100714 or ENSG00000120254","Other",676.964486904917,1000,1000
"527","MAR04452","GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase","GMP[c] + PPi[c] <=> guanine[c] + PRPP[c]","ENSG00000165704","Purine metabolism",-3.9743821215867,-999.988013554212,-1000
"528","MAR04454","citrate hydroxymutase","citrate[c] <=> isocitrate[c]","ENSG00000122729 or ENSG00000136381","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",1000,1000,566.906035119767
"529","MAR04456","citrate hydroxymutase","citrate[m] <=> isocitrate[m]","ENSG00000100412 or ENSG00000122729","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",12.5156066908081,600.615302500757,1000
"530","MAR04458","citrate hydro-lyase (cis-aconitate-forming)","cis-aconitate[m] + H2O[m] <=> citrate[m]","ENSG00000100412 or ENSG00000122729","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",1000,1000,749.923471431535
"531","MAR04460","ATP:propanoate adenylyltransferase","ATP[m] + H+[m] + propanoate[m] <=> PPi[m] + propinol adenylate[m]","ENSG00000111058 or ENSG00000131069 or ENSG00000154930","Other",-1000,1000,-1000
"532","MAR04477","D-Ribulose-5-phosphate 3-epimerase","D-xylulose-5-phosphate[c] <=> ribulose-5-phosphate[c]","ENSG00000197713 or ENSG00000235376","Pentose phosphate pathway",-1000,-1000,-1000
"533","MAR04480","ATP:dAMP phosphotransferase","ADP[c] + dADP[c] <=> ATP[c] + dAMP[c]","ENSG00000004455 or ENSG00000072778 or ENSG00000085231 or ENSG00000087008 or ENSG00000106992 or ENSG00000117054 or ENSG00000140057 or ENSG00000147853 or ENSG00000151498 or ENSG00000154027 or ENSG00000155085 or ENSG00000162433 or ENSG00000165695 or ENSG00000177646","Purine metabolism",554.840770206464,-999.995333778954,-999.995784705285
"534","MAR04483","ATP:thymidine 5'-phosphotransferase","ATP[m] + thymidine[m] => ADP[m] + dTMP[m] + H+[m]","ENSG00000166548","Nucleotide metabolism",0.003609373344716,NA,0.00360937334428124
"535","MAR04485","thymidine:phosphate deoxy-alpha-D-ribosyltransferase","2-deoxy-D-ribose-1-phosphate[c] + thymine[c] <=> Pi[c] + thymidine[c]","ENSG00000025708 or ENSG00000198805","Pyrimidine metabolism",-999.996390626655,662.798882527193,-999.996390626656
"536","MAR04501","sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase","D-xylulose-5-phosphate[c] + ribose-5-phosphate[c] <=> GAP[c] + sedoheptulose-7-phosphate[c]","ENSG00000007350 or ENSG00000151005 or ENSG00000163931","Pentose phosphate pathway",401.462274315627,404.027589776683,401.462274315627
"537","MAR04512","ATP:dCMP phosphotransferase","ADP[c] + dCDP[c] <=> ATP[c] + dCMP[c]","ENSG00000162368","Pyrimidine metabolism",1000,1000,1000
"538","MAR04513","ATP:deoxycitidine 5'-phosphotransferase","ATP[c] + deoxycytidine[c] => ADP[c] + dCMP[c] + H+[c]","ENSG00000156136","Pyrimidine metabolism",0.473987441083259,0.524691705459347,0.396020617700343
"539","MAR04521","D-Glucose-6-phosphate phosphohydrolase","glucose-6-phosphate[r] + H2O[r] => glucose[r] + Pi[r]","ENSG00000131482 or ENSG00000141349 or ENSG00000152254","Glycolysis / Gluconeogenesis",NA,0.0657806879984348,0.0243031138514851
"540","MAR04523","5,6,7,8-tetrahydrobiopterin:NADP+ oxidoreductase","dihydrobiopterin[c] + H+[c] + NADPH[c] <=> NADP+[c] + tetrahydrobiopterin[c]","ENSG00000151552","Other",-999.996390626656,-999.996004518071,-999.996390626656
"541","MAR04539","","4alpha-hydroxytetrahydrobiopterin[c] <=> H2O[c] + O2-4a-cyclic-tetrahydrobiopterin[c]","ENSG00000132570 or ENSG00000166228","Other",999.996390626656,999.996004518071,999.996390626656
"542","MAR04540","","4alpha-hydroxytetrahydrobiopterin[n] <=> H2O[n] + O2-4a-cyclic-tetrahydrobiopterin[n]","ENSG00000132570 or ENSG00000166228","Other",1000,1000,1000
"543","MAR04541","","O2-4a-cyclic-tetrahydrobiopterin[c] <=> quinonoid dihydrobiopterin[c]","ENSG00000132570 or ENSG00000166228","Other",999.996390626656,999.996004518071,999.996390626656
"544","MAR04542","","O2-4a-cyclic-tetrahydrobiopterin[n] <=> quinonoid dihydrobiopterin[n]","ENSG00000132570 or ENSG00000166228","Other",1000,1000,1000
"545","MAR04543","4a-hydroxytetrahydrobiopterin hydro-lyase","4alpha-hydroxytetrahydrobiopterin[c] <=> H2O[c] + quinonoid dihydrobiopterin[c]","ENSG00000132570 or ENSG00000166228","Other",-1000,-1000,-1000
"546","MAR04544","4a-hydroxytetrahydrobiopterin hydro-lyase","4alpha-hydroxytetrahydrobiopterin[n] <=> H2O[n] + quinonoid dihydrobiopterin[n]","ENSG00000132570 or ENSG00000166228","Other",-1000,-1000,-1000
"547","MAR04548","melatonin,NADPH---hemoprotein reductase:oxygen oxidoreductase","6-hydroxymelatonin[c] + H+[c] <=> hydroxide[c] + melatonin[c]","ENSG00000138061 or ENSG00000140465 or ENSG00000140505","Other",967.351219868209,-522.982604053691,-1000
"548","MAR04562","Production of Myristoylcarnitine","L-carnitine[c] + myristoyl-CoA[c] <=> CoA[c] + tetradecanoylcarnitine[c]","ENSG00000110090 or ENSG00000169169 or ENSG00000205560","Fatty acid oxidation",-1000,834.421219695489,-1000
"549","MAR04565","sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase","GAP[c] + sedoheptulose-7-phosphate[c] <=> erythrose-4-phosphate[c] + fructose-6-phosphate[c]","ENSG00000177156","Pentose phosphate pathway",600.754970704399,598.426842493337,600.754970704399
"550","MAR04567","ATP:Sedoheptulose 7-phosphate 1-phosphotransferase","ADP[c] + H+[c] + sedoheptulose-1,7-bisphosphate[c] <=> ATP[c] + sedoheptulose-7-phosphate[c]","ENSG00000067057 or ENSG00000141959 or ENSG00000152556","Pentose phosphate pathway",1000,1000,1000
"551","MAR04568","","H+[c] + sedoheptulose-1,7-bisphosphate[c] + UDP[c] <=> sedoheptulose-7-phosphate[c] + UTP[c]","ENSG00000067057 or ENSG00000141959 or ENSG00000152556","Pentose phosphate pathway",-800.707303611229,-805.600747283346,-800.707303611229
"552","MAR04570","ATP:dGDP phosphotransferase","ADP[c] + dGTP[c] <=> ATP[c] + dGDP[c]","ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678","Purine metabolism",-1000,-18.1238804879265,1000
"553","MAR04572","ATP:dGDP phosphotransferase","ADP[m] + dGTP[m] => ATP[m] + dGDP[m]","ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678","Purine metabolism",1000,332.611606784913,1000
"554","MAR04573","dGTP:pyruvate 2-O-phosphotransferase","dGDP[c] + H+[c] + PEP[c] => dGTP[c] + pyruvate[c]","ENSG00000067225 or ENSG00000143627","Purine metabolism",NA,NA,1000
"555","MAR04579","uridine:phosphate alpha-D-ribosyltransferase","Pi[c] + uridine[c] <=> ribose-1-phosphate[c] + uracil[c]","ENSG00000007001 or ENSG00000183696","Pyrimidine metabolism",1000,1000,1000
"556","MAR04585","Isocitrate:NADP+ oxidoreductase","H+[c] + NADPH[c] + oxalosuccinate[c] <=> isocitrate[c] + NADP+[c]","ENSG00000138413 or ENSG00000182054","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",NA,NA,-566.897604530338
"557","MAR04586","Isocitrate:NADP+ oxidoreductase","H+[m] + NADPH[m] + oxalosuccinate[m] <=> isocitrate[m] + NADP+[m]","ENSG00000138413 or ENSG00000182054","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",1000,1000,749.923471431535
"558","MAR04588","","H+[m] + NADH[m] + oxalosuccinate[m] <=> isocitrate[m] + NAD+[m]","ENSG00000138413 or ENSG00000182054","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",-1000,-1000,-1000
"559","MAR04589","isocitrate hydro-lyase (cis-aconitate-forming)","cis-aconitate[m] + H2O[m] <=> isocitrate[m]","ENSG00000100412 or ENSG00000122729","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",-1000,-1000,-749.923471431535
"560","MAR04603","Deoxyguanosine:orthophosphate ribosyltransferase","2-deoxy-D-ribose-1-phosphate[c] + guanine[c] <=> deoxyguanosine[c] + Pi[c]","ENSG00000025708 or ENSG00000198805","Purine metabolism",-0.003609373344716,-1000,-1000
"561","MAR04608","(S)-dihydroorotate amidohydrolase","(S)-dihydroorotate[c] + H2O[c] <=> H+[c] + N-carbamoyl-L-aspartate[c]","ENSG00000084774","Pyrimidine metabolism",-0.181257672739775,-0.200647504963513,-0.181257672739775
"562","MAR04611","2'-deoxyadenosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase","ATP[c] + thioredoxin[c] => dATP[c] + H2O[c] + oxidized thioredoxin[c]","(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)","Purine metabolism",NA,469.035068015181,453.761723039363
"563","MAR04612","2'-deoxyadenosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase","ADP[c] + thioredoxin[c] => dADP[c] + H2O[c] + oxidized thioredoxin[c]","(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)","Purine metabolism",998.839717244211,197.068922523416,545.000027381465
"564","MAR04614","2'-deoxyguanosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase","GTP[c] + thioredoxin[c] => dGTP[c] + H2O[c] + oxidized thioredoxin[c]","(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)","Purine metabolism",0.465556851653503,333.122970566351,0.465556851653503
"565","MAR04617","2'-deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase","CTP[c] + thioredoxin[c] => dCTP[c] + H2O[c] + oxidized thioredoxin[c]","(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)","Purine metabolism",NA,NA,0.0779668233829159
"566","MAR04621","2'-deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase","thioredoxin[c] + UDP[c] => dUDP[c] + H2O[c] + oxidized thioredoxin[c]","(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)","Purine metabolism",0.694725904135489,0.773038895052029,0.694725904135973
"567","MAR04628","acetyl-CoA:D-glucosamine-6-phosphate N-acetyltransferase","acetyl-CoA[c] + glucosamine-6-phosphate[c] => CoA[c] + H+[c] + N-acetylglucosamine-6-phosphate[c]","ENSG00000100522","Other",2.1919532517364,2.42643494374508,2.1919532517364
"568","MAR04631","","N-acetylglucosamine-6-phosphate[c] => N-acetylglucosamine-1-phosphate[c]","ENSG00000013375","Other",2.1919532517364,2.42643494374508,2.1919532517364
"569","MAR04635","ATP:dTDP phosphotransferase","ADP[c] + dTTP[c] <=> ATP[c] + dTDP[c]","ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678","Pyrimidine metabolism",-1000,-0.773038895052082,-1000
"570","MAR04637","ATP:dTMP phosphotransferase","ADP[c] + dTDP[c] <=> ATP[c] + dTMP[c]","ENSG00000168393","Pyrimidine metabolism",-0.694725904135453,-0.773038895052082,-0.694725904136021
"571","MAR04644","5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase","5,10-methylene-THF[c] + dUMP[c] <=> dihydrofolate[c] + dTMP[c]","ENSG00000176890","Pyrimidine metabolism",0.694725904135453,0.773038895052082,0.694725904136021
"572","MAR04645","Transport of Acetylcarnitine from Peroxisomes to Cytosol","O-acetylcarnitine[x] <=> O-acetylcarnitine[c]","ENSG00000178537","Transport reactions",1000,1000,1000
"573","MAR04651","guanosine:phosphate alpha-D-ribosyltransferase","guanosine[c] + Pi[c] <=> guanine[c] + ribose-1-phosphate[c]","ENSG00000198805","Purine metabolism",240.390319440586,999.988013554212,-957.396019075482
"574","MAR04652","succinate:quinone oxidoreductase","fumarate[m] + ubiquinol[m] <=> succinate[m] + ubiquinone[m]","ENSG00000073578 and ENSG00000117118 and ENSG00000143252 and ENSG00000204370","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",-1000,-1000,-1000
"575","MAR04654","dihydrofolate:NAD+ oxidoreductase","folate[c] + NADH[c] <=> dihydrofolate[c] + NAD+[c]","ENSG00000178700 or ENSG00000228716","Other",-1000,870.058516479702,-1000
"576","MAR04670","ATP:dCDP phosphotransferase","ADP[c] + dCTP[c] <=> ATP[c] + dCDP[c]","ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678","Pyrimidine metabolism",1000,1000,999.612409971729
"577","MAR04677","Transport of Bytyrylcarnitine into Mitochondrial Matrix","O-butanoylcarnitine[c] <=> O-butanoylcarnitine[m]","ENSG00000178537","Transport reactions",312.95298183986,2.16040147351487,1000
"578","MAR04680","deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase","2-deoxy-D-ribose-1-phosphate[c] + uracil[c] <=> deoxyuridine[c] + Pi[c]","ENSG00000007001 or ENSG00000183696","Nucleotide metabolism",1000,-20.7375812003577,1000
"579","MAR04695","Deoxyadenosine:orthophosphate ribosyltransferase","2-deoxy-D-ribose-1-phosphate[c] + adenine[c] <=> deoxyadenosine[c] + Pi[c]","ENSG00000025708 or ENSG00000198805","Purine metabolism",-1000,-642.061301326835,-0.00360937334426126
"580","MAR04700","N,N-dimethylglycine,5,6,7,8-tetrahydrofolate:electron-transferflavoprotein oxidoreductase (demethylating,5,10-methylenetetrahydrofolate-forming)","formaldehyde[c] + H+[c] + NADPH[c] + sarcosine[c] <=> dimethylglycine[c] + H2O[c] + NADP+[c]","ENSG00000090857 or ENSG00000132837","Other",1000,NA,500.002992990022
"581","MAR04701","S-adenosyl-L-methionine:sarcosine N-methyltransferase","dimethylglycine[c] + H+[c] + SAH[c] => SAM[c] + sarcosine[c]","ENSG00000123453 or ENSG00000132837","Other",1000,NA,500.002992990022
"582","MAR04710","2-deoxy-D-ribose 1-phosphate 1,5-phosphomutase","2-deoxy-D-ribose-1-phosphate[c] <=> 2-deoxy-D-ribose-5-phosphate[c]","ENSG00000169299 or ENSG00000180953","Pentose phosphate pathway",1000,1000,1000
"583","MAR04718","ATP:pantothenate 4'-phosphotransferase","ATP[c] + pantothenate[c] => ADP[c] + D-4-phosphopantothenate[c] + H+[c]","ENSG00000120137 or ENSG00000125779 or ENSG00000152782 or ENSG00000157881","Other",0.994809552711132,1.10122816677662,0.994809552711136
"584","MAR04721","","Na+[e] + pantothenate[e] => Na+[c] + pantothenate[c]","ENSG00000138074","Transport reactions",0.994809552711132,NA,0.994809552711136
"585","MAR04725","N-[(R)-4'-Phosphopantothenoyl]-L-cysteine carboxy-lyase","(R)-4-phosphopantothenoyl-cysteine[c] + H+[c] => CO2[c] + phosphopantetheine[c]","ENSG00000138621","Other",0.994809552711132,1.10122816677662,0.994809552711136
"586","MAR04727","ATP:pantetheine-4'-phosphate adenylyltransferase","ATP[c] + H+[c] + phosphopantetheine[c] <=> dephospho-CoA[c] + PPi[c]","ENSG00000068120","Other",0.994809552711104,1.10122816677665,0.994809552711104
"587","MAR04760","","heme[c] <=> heme[m]","ENSG00000115657","Transport reactions",0.00360937334426126,0.00399548192945076,0.00360937334426126
"588","MAR04774","CTP:D-tagatose 6-phosphate 1-phosphotransferase","CDP[c] + H+[c] + tagatose-1,6-bisphosphate[c] <=> CTP[c] + D-tagatose-6-phosphate[c]","ENSG00000067057 or ENSG00000141959 or ENSG00000152556","Other",1000,1000,1000
"589","MAR04775","ITP:D-tagatose 6-phosphate 1-phosphotransferase","D-tagatose-6-phosphate[c] + ITP[c] <=> H+[c] + IDP[c] + tagatose-1,6-bisphosphate[c]","ENSG00000067057 or ENSG00000141959 or ENSG00000152556","Other",1000,1000,1000
"590","MAR04844","","adenosine[c] + inosine[e] <=> adenosine[e] + inosine[c]","ENSG00000169710","Transport reactions",-1000,-1000,-1000
"591","MAR04847","","adenine[c] <=> adenine[e]","ENSG00000174669","Transport reactions",748.281863964673,1000,1000
"592","MAR04848","","hypoxanthine[c] <=> hypoxanthine[e]","ENSG00000174669","Transport reactions",NA,-337.019134852026,1000
"593","MAR04852","","AKG[c] + malate[m] <=> AKG[m] + malate[c]","ENSG00000108528","Transport reactions",1000,-1000,-1000
"594","MAR04855","","fumarate[c] + malate[m] <=> fumarate[m] + malate[c]","ENSG00000108528","Transport reactions",-379.76537698789,330.364115386442,250.080137941809
"595","MAR04856","alpha-D-Glucose 6-phosphate ketol-isomerase","glucose-6-phosphate[c] <=> glucose-6-phosphate[r]","ENSG00000105220 or ENSG00000137700","Transport reactions",-1000,-999.934219312002,-999.975696886149
"596","MAR04861","","inositol[c] <=> inositol[e]","ENSG00000151229","Transport reactions",-1.33451261245955,734.241298426273,553.887835090375
"597","MAR04874","","NH3[c] <=> NH3[m]","","Transport reactions",NA,288.999874117708,97.3658188998998
"598","MAR04880","","UDP-glucuronate[c] + UMP[r] <=> UDP-glucuronate[r] + UMP[c]","ENSG00000116704","Transport reactions",0.00179945569630036,0.00199195041125222,0.00179945569630036
"599","MAR04885","","H2O[c] <=> H2O[e]","ENSG00000086159 or ENSG00000100170 or ENSG00000103375 or ENSG00000143595 or ENSG00000161798 or ENSG00000165269 or ENSG00000165272 or ENSG00000167580 or ENSG00000171885 or ENSG00000240583 or ENSG00000259916","Transport reactions",1000,177.282669115186,-965.488051757769
"600","MAR04894","","O2[c] <=> O2[r]","","Transport reactions",0.0198044746107371,0.0478415531904375,0.0198044746107371
"601","MAR04896","","O2[c] <=> O2[e]","","Transport reactions",-1000,-1000,-1000
"602","MAR04898","","O2[c] <=> O2[m]","","Transport reactions",730.142115285104,1000,1000
"603","MAR04914","","CoA[c] <=> CoA[m]","ENSG00000122912 or ENSG00000181035","Transport reactions",-688.99864643154,-1000,-168.279688419168
"604","MAR04919","","CO2[c] <=> CO2[e]","","Transport reactions",1000,1000,1000
"605","MAR04922","","CO2[c] <=> CO2[m]","","Transport reactions",-1000,-1000,-1000
"606","MAR04926","","H+[c] + pyruvate[c] => H+[m] + pyruvate[m]","ENSG00000060762 or ENSG00000143158 or ENSG00000238205","Transport reactions",998.309666819334,815.182011071388,998.309666819334
"607","MAR04927","Exchange of Docosenoic Acid (C22:1)","cis-erucic acid[e] <=> ","","Exchange/demand reactions",-0.00146662613883564,-0.0107408127979625,-0.00146662613883564
"608","MAR04929","Exchange of Behenic Acid","behenic acid[e] <=> ","","Exchange/demand reactions",-0.00146662613883564,-0.0107408127979625,-0.00146662613883564
"609","MAR04947","","UTP[c] <=> UTP[e]","","Transport reactions",491.833596211057,14.6336236209676,-5.51048433812957
"610","MAR04949","","urea[c] <=> urea[e]","ENSG00000103569 or ENSG00000132874 or ENSG00000141469","Transport reactions",-891.395492791045,1000,1000
"611","MAR04964","","citrate[m] + H+[m] + malate[c] => citrate[c] + H+[c] + malate[m]","ENSG00000100075","Transport reactions",1000,NA,164.566442183157
